method,p,n,ratio,trial,std,lower,upper,theta,width
PPI,20,2,0.1,21,10.0,-6.484990365410726,-6.484720909738994,-2.178498406883067,0.0002694556717326435
PPI,20,2,0.1,22,10.0,-4.985159402638841,-4.985151923538645,-2.178498406883067,7.479100196050581e-06
PPI,20,2,0.1,23,10.0,-14.860844008155837,-14.860844008155826,-2.178498406883067,1.0658141036401503e-14
PPI,20,2,0.1,24,10.0,1.331127587829463,1.3311275878295186,-2.178498406883067,5.551115123125783e-14
PPI,20,2,0.1,25,10.0,-0.5125724721251506,-0.5125724721197655,-2.178498406883067,5.385025758641859e-12
PPI,20,2,0.1,26,10.0,9.282723013057126,9.282723013057566,-2.178498406883067,4.405364961712621e-13
PPI,20,2,0.1,27,10.0,,,-2.178498406883067,
PPI,20,2,0.1,28,10.0,,,-2.178498406883067,
PPI,20,2,0.1,29,10.0,-3.090434599473027,-3.090434599472907,-2.178498406883067,1.199040866595169e-13
PPI,20,4,0.2,0,0.01,2.34447695877401,2.3446000482279525,-2.178498406883067,0.00012308945394234883
PPI,20,4,0.2,1,0.01,32.9171243696897,32.91721715622268,-2.178498406883067,9.278653297428718e-05
PPI,20,4,0.2,2,0.01,-2.567302870082988,-2.567302870082728,-2.178498406883067,2.602362769721367e-13
PPI,20,4,0.2,3,0.01,18.046713534117238,18.04671353411782,-2.178498406883067,5.826450433232822e-13
PPI,20,4,0.2,4,0.01,,,-2.178498406883067,
PPI,20,4,0.2,5,0.01,,,-2.178498406883067,
PPI,20,4,0.2,6,0.01,-1.1604247320138221,-1.1604045951789599,-2.178498406883067,2.0136834862238828e-05
PPI,20,4,0.2,7,0.01,37.041081023944514,37.041081023945935,-2.178498406883067,1.4210854715202004e-12
PPI,20,4,0.2,8,0.01,5.851087876176583,5.851094620223181,-2.178498406883067,6.744046597617626e-06
PPI,20,4,0.2,9,0.01,19.475381922579235,19.475381922582553,-2.178498406883067,3.318234575999668e-12
PPI,20,4,0.2,10,0.01,-9.647518580445585,-9.647518580445094,-2.178498406883067,4.902744876744691e-13
PPI,20,4,0.2,11,0.01,18.136915267165254,18.136915267167364,-2.178498406883067,2.1103119252074976e-12
PPI,20,4,0.2,12,0.01,28.21063855333357,28.21075486164204,-2.178498406883067,0.0001163083084705363
PPI,20,4,0.2,13,0.01,16.95646678087602,16.95646678087777,-2.178498406883067,1.7479351299698465e-12
PPI,20,4,0.2,14,0.01,11.157885064918409,11.157901928976687,-2.178498406883067,1.6864058277832328e-05
PPI,20,4,0.2,15,0.01,8.420521504977089,8.420521504977373,-2.178498406883067,2.8421709430404007e-13
PPI,20,4,0.2,16,0.01,11.399612321649368,11.399612321651109,-2.178498406883067,1.7408297026122455e-12
PPI,20,4,0.2,17,0.01,,,-2.178498406883067,
PPI,20,4,0.2,18,0.01,24.852981280765167,24.852981280768358,-2.178498406883067,3.19033688356285e-12
PPI,20,4,0.2,19,0.01,,,-2.178498406883067,
PPI,20,4,0.2,20,0.01,,,-2.178498406883067,
PPI,20,4,0.2,21,0.01,22.279427115893725,22.279427115894535,-2.178498406883067,8.100187187665142e-13
PPI,20,4,0.2,22,0.01,-5.629118852433891,-5.6290336749712715,-2.178498406883067,8.517746261915704e-05
PPI,20,4,0.2,23,0.01,-7.295586912615873,-7.29557365630763,-2.178498406883067,1.3256308243114745e-05
PPI,20,4,0.2,24,0.01,,,-2.178498406883067,
PPI,20,4,0.2,25,0.01,16.75658965116507,16.756609964138516,-2.178498406883067,2.031297344728955e-05
PPI,20,4,0.2,26,0.01,31.02237262932508,31.022377415792736,-2.178498406883067,4.786467656003879e-06
PPI,20,4,0.2,27,0.01,28.07664371082083,28.076643710821262,-2.178498406883067,4.334310688136611e-13
PPI,20,4,0.2,28,0.01,9.03714495556853,9.037144955569081,-2.178498406883067,5.506706202140776e-13
PPI,20,4,0.2,29,0.01,-4.562774733828839,-4.5626542759381294,-2.178498406883067,0.00012045789070924684
PPI,20,4,0.2,0,0.1,4.61705552994713,4.617055529949255,-2.178498406883067,2.1245227799226996e-12
PPI,20,4,0.2,1,0.1,-2.5878731442910343,-2.5877806077438663,-2.178498406883067,9.253654716800952e-05
PPI,20,4,0.2,2,0.1,-6.4568400126651015,-6.456830242392239,-2.178498406883067,9.77027286275245e-06
PPI,20,4,0.2,3,0.1,12.09086911465238,12.090869114661087,-2.178498406883067,8.707701226740028e-12
PPI,20,4,0.2,4,0.1,,,-2.178498406883067,
PPI,20,4,0.2,5,0.1,12.174545909305964,12.174545909306952,-2.178498406883067,9.876544027065393e-13
PPI,20,4,0.2,6,0.1,-4.894835986143328,-4.893974575875274,-2.178498406883067,0.0008614102680546409
PPI,20,4,0.2,7,0.1,0.5987484152982506,0.5987484152986565,-2.178498406883067,4.0589753780295723e-13
PPI,20,4,0.2,8,0.1,,,-2.178498406883067,
PPI,20,4,0.2,9,0.1,19.828321764641302,19.82832176464202,-2.178498406883067,7.176481631177012e-13
PPI,20,4,0.2,10,0.1,,,-2.178498406883067,
PPI,20,4,0.2,11,0.1,12.140256815921576,12.140256815921814,-2.178498406883067,2.3803181647963356e-13
PPI,20,4,0.2,12,0.1,-30.05269266353886,-30.052678586183358,-2.178498406883067,1.4077355501740385e-05
PPI,20,4,0.2,13,0.1,3.7796441581919176,3.7796441581927134,-2.178498406883067,7.958078640513122e-13
PPI,20,4,0.2,14,0.1,21.817806248673637,21.817886635013434,-2.178498406883067,8.038633979623455e-05
PPI,20,4,0.2,15,0.1,,,-2.178498406883067,
PPI,20,4,0.2,16,0.1,5.554575534475433,5.554575534475903,-2.178498406883067,4.707345624410664e-13
PPI,20,4,0.2,17,0.1,-19.473166870890168,-19.47316687088893,-2.178498406883067,1.2363443602225743e-12
PPI,20,4,0.2,18,0.1,2.3439773216770448,2.343977321677194,-2.178498406883067,1.4921397450962104e-13
PPI,20,4,0.2,19,0.1,3.3710711522268695,3.3710711522273216,-2.178498406883067,4.5208281562736374e-13
PPI,20,4,0.2,20,0.1,-2.9551582096458744,-2.9551541471693796,-2.178498406883067,4.062476494759437e-06
PPI,20,4,0.2,21,0.1,,,-2.178498406883067,
PPI,20,4,0.2,22,0.1,,,-2.178498406883067,
PPI,20,4,0.2,23,0.1,10.777598780427777,10.777598780428672,-2.178498406883067,8.952838470577262e-13
PPI,20,4,0.2,24,0.1,29.759180842412803,29.75918084241465,-2.178498406883067,1.8474111129762605e-12
PPI,20,4,0.2,25,0.1,36.08610562677405,36.08615250312899,-2.178498406883067,4.6876354943492515e-05
PPI,20,4,0.2,26,0.1,18.293907467573653,18.293949697936576,-2.178498406883067,4.223036292216875e-05
PPI,20,4,0.2,27,0.1,9.078057855598244,9.078057855599157,-2.178498406883067,9.130474154517287e-13
PPI,20,4,0.2,28,0.1,27.204608640371436,27.20460864037354,-2.178498406883067,2.1032064978498966e-12
PPI,20,4,0.2,29,0.1,,,-2.178498406883067,
PPI,20,4,0.2,0,0.5,,,-2.178498406883067,
PPI,20,4,0.2,1,0.5,,,-2.178498406883067,
PPI,20,4,0.2,2,0.5,32.06892128793271,32.0689212879343,-2.178498406883067,1.5916157281026244e-12
PPI,20,4,0.2,3,0.5,11.525852895944867,11.525852895945695,-2.178498406883067,8.277822871605167e-13
PPI,20,4,0.2,4,0.5,12.537411499908067,12.537411499909702,-2.178498406883067,1.6342482922482304e-12
PPI,20,4,0.2,5,0.5,4.568749041694592,4.568749041695054,-2.178498406883067,4.618527782440651e-13
PPI,20,4,0.2,6,0.5,-9.90390976104007,-9.903909761037616,-2.178498406883067,2.454925152051146e-12
PPI,20,4,0.2,7,0.5,22.721375954425305,22.721375954426016,-2.178498406883067,7.105427357601002e-13
PPI,20,4,0.2,8,0.5,13.901377143280879,13.901377143281547,-2.178498406883067,6.679101716144942e-13
PPI,20,4,0.2,9,0.5,-6.643125322972061,-6.643125322970297,-2.178498406883067,1.7639223415244487e-12
PPI,20,4,0.2,10,0.5,19.403159490028088,19.40315949002904,-2.178498406883067,9.521272659185342e-13
PPI,20,4,0.2,11,0.5,3.4863762742882995,3.4863762742897455,-2.178498406883067,1.4459544672718039e-12
PPI,20,4,0.2,12,0.5,-35.23924026658882,-35.23924026658618,-2.178498406883067,2.6432189770275727e-12
PPI,20,4,0.2,13,0.5,-2.884837416044627,-2.884824576985683,-2.178498406883067,1.2839058944003057e-05
PPI,20,4,0.2,14,0.5,,,-2.178498406883067,
PPI,20,4,0.2,15,0.5,2.834921589321285,2.8349964377426775,-2.178498406883067,7.484842139238168e-05
PPI,20,4,0.2,16,0.5,,,-2.178498406883067,
PPI,20,4,0.2,17,0.5,-33.10106833131314,-33.10105785371133,-2.178498406883067,1.0477601804836922e-05
PPI,20,4,0.2,18,0.5,-3.6650212955549537,-3.665021295554324,-2.178498406883067,6.297184995673888e-13
PPI,20,4,0.2,19,0.5,,,-2.178498406883067,
PPI,20,4,0.2,20,0.5,17.875144304542278,17.875207208709238,-2.178498406883067,6.290416695975409e-05
PPI,20,4,0.2,21,0.5,3.146271809416074,3.146271809416117,-2.178498406883067,4.263256414560601e-14
PPI,20,4,0.2,22,0.5,10.104537003274526,10.10454556172768,-2.178498406883067,8.558453153284518e-06
PPI,20,4,0.2,23,0.5,4.173869925978125,4.1738699259787575,-2.178498406883067,6.323830348264892e-13
PPI,20,4,0.2,24,0.5,,,-2.178498406883067,
PPI,20,4,0.2,25,0.5,,,-2.178498406883067,
PPI,20,4,0.2,26,0.5,-6.948356011378048,-6.948356011377585,-2.178498406883067,4.636291350834654e-13
PPI,20,4,0.2,27,0.5,3.9859159489059843,3.985915948906171,-2.178498406883067,1.865174681370263e-13
PPI,20,4,0.2,28,0.5,,,-2.178498406883067,
PPI,20,4,0.2,29,0.5,,,-2.178498406883067,
PPI,20,4,0.2,0,2.0,23.822509247859973,23.822509247860378,-2.178498406883067,4.050093593832571e-13
PPI,20,4,0.2,1,2.0,-3.537838357934606,-3.537833875298724,-2.178498406883067,4.4826358820415635e-06
PPI,20,4,0.2,2,2.0,-10.244840954879649,-10.244840954879272,-2.178498406883067,3.765876499528531e-13
PPI,20,4,0.2,3,2.0,-5.254260330380277,-5.25426033038005,-2.178498406883067,2.2737367544323206e-13
PPI,20,4,0.2,4,2.0,14.479976706531405,14.479976706532275,-2.178498406883067,8.704148513061227e-13
PPI,20,4,0.2,5,2.0,18.932592201228392,18.93259220123004,-2.178498406883067,1.6484591469634324e-12
PPI,20,4,0.2,6,2.0,,,-2.178498406883067,
PPI,20,4,0.2,7,2.0,,,-2.178498406883067,
PPI,20,4,0.2,8,2.0,,,-2.178498406883067,
PPI,20,4,0.2,9,2.0,7.634485204429,7.634485204429334,-2.178498406883067,3.339550858072471e-13
PPI,20,4,0.2,10,2.0,-4.888818652552921,-4.8888186525503485,-2.178498406883067,2.5721647034515627e-12
PPI,20,4,0.2,11,2.0,,,-2.178498406883067,
PPI,20,4,0.2,12,2.0,-6.1941136679236415,-6.194113667922483,-2.178498406883067,1.1581846592889633e-12
PPI,20,4,0.2,13,2.0,,,-2.178498406883067,
PPI,20,4,0.2,14,2.0,,,-2.178498406883067,
PPI,20,4,0.2,15,2.0,-3.974633549675506,-3.9746181430333056,-2.178498406883067,1.5406642200233023e-05
PPI,20,4,0.2,16,2.0,12.932366556382052,12.93236655638277,-2.178498406883067,7.176481631177012e-13
PPI,20,4,0.2,17,2.0,-0.5529344162996607,-0.5529081326974724,-2.178498406883067,2.6283602188259536e-05
PPI,20,4,0.2,18,2.0,-11.357374565688987,-11.357357427711184,-2.178498406883067,1.7137977803116655e-05
PPI,20,4,0.2,19,2.0,,,-2.178498406883067,
PPI,20,4,0.2,20,2.0,6.516056156250227,6.516108250508316,-2.178498406883067,5.209425808949675e-05
PPI,20,4,0.2,21,2.0,-19.166684589776892,-19.166684589774448,-2.178498406883067,2.4442670110147446e-12
PPI,20,4,0.2,22,2.0,-3.609417152719999,-3.609417152719283,-2.178498406883067,7.158718062783009e-13
PPI,20,4,0.2,23,2.0,-7.596790426242372,-7.5967904262420936,-2.178498406883067,2.788880237858393e-13
PPI,20,4,0.2,24,2.0,4.768146283907933,4.768158677967326,-2.178498406883067,1.2394059393017187e-05
PPI,20,4,0.2,25,2.0,4.799892070210512,4.799892070211366,-2.178498406883067,8.544276397515205e-13
PPI,20,4,0.2,26,2.0,10.029655265441042,10.029655265441578,-2.178498406883067,5.364597654988756e-13
PPI,20,4,0.2,27,2.0,18.347376451533247,18.34745605024216,-2.178498406883067,7.959870891482979e-05
PPI,20,4,0.2,28,2.0,13.738017379121061,13.738017379121892,-2.178498406883067,8.313350008393172e-13
PPI,20,4,0.2,29,2.0,-1.9715285051516631,-1.9715056440038181,-2.178498406883067,2.2861147844999152e-05
PPI,20,4,0.2,0,5.0,18.33353855824464,18.333538558245152,-2.178498406883067,5.115907697472721e-13
PPI,20,4,0.2,1,5.0,,,-2.178498406883067,
PPI,20,4,0.2,2,5.0,-6.839201517530251,-6.8392015175267264,-2.178498406883067,3.524291969370097e-12
PPI,20,4,0.2,3,5.0,,,-2.178498406883067,
PPI,20,4,0.2,4,5.0,12.561831529328515,12.561831529328824,-2.178498406883067,3.090860900556436e-13
PPI,20,4,0.2,5,5.0,9.359356831008022,9.35935683100847,-2.178498406883067,4.476419235288631e-13
PPI,20,4,0.2,6,5.0,-6.34823469592706,-6.34823469592642,-2.178498406883067,6.394884621840902e-13
PPI,20,4,0.2,7,5.0,2.8099291345608726,2.809929134561495,-2.178498406883067,6.226130722097878e-13
PPI,20,4,0.2,8,5.0,-6.913176066519766,-6.913176066509097,-2.178498406883067,1.0668799177437904e-11
PPI,20,4,0.2,9,5.0,7.3051594195911385,7.305159419592597,-2.178498406883067,1.4583889651476056e-12
PPI,20,4,0.2,10,5.0,-16.79897762403867,-16.79897762403511,-2.178498406883067,3.559819106158102e-12
PPI,20,4,0.2,11,5.0,,,-2.178498406883067,
PPI,20,4,0.2,12,5.0,12.35496802266144,12.354968022661572,-2.178498406883067,1.3145040611561853e-13
PPI,20,4,0.2,13,5.0,6.075449167793157,6.075485410102236,-2.178498406883067,3.624230907917081e-05
PPI,20,4,0.2,14,5.0,17.681353052094245,17.681488343166713,-2.178498406883067,0.00013529107246768035
PPI,20,4,0.2,15,5.0,9.65411872623263,9.654118726232698,-2.178498406883067,6.750155989720952e-14
PPI,20,4,0.2,16,5.0,10.686400712840848,10.686400712843033,-2.178498406883067,2.184918912462308e-12
PPI,20,4,0.2,17,5.0,11.964881480554498,11.964881480554611,-2.178498406883067,1.1368683772161603e-13
PPI,20,4,0.2,18,5.0,,,-2.178498406883067,
PPI,20,4,0.2,19,5.0,24.179129316945925,24.17912931694633,-2.178498406883067,4.050093593832571e-13
PPI,20,4,0.2,20,5.0,,,-2.178498406883067,
PPI,20,4,0.2,21,5.0,,,-2.178498406883067,
PPI,20,4,0.2,22,5.0,,,-2.178498406883067,
PPI,20,4,0.2,23,5.0,,,-2.178498406883067,
PPI,20,4,0.2,24,5.0,,,-2.178498406883067,
PPI,20,4,0.2,25,5.0,,,-2.178498406883067,
PPI,20,4,0.2,26,5.0,16.35848341191108,16.358483411911493,-2.178498406883067,4.121147867408581e-13
PPI,20,4,0.2,27,5.0,5.674005928859197,5.674008798521944,-2.178498406883067,2.869662747428947e-06
PPI,20,4,0.2,28,5.0,-3.1997255276809713,-3.1997255276736856,-2.178498406883067,7.285727576800127e-12
PPI,20,4,0.2,29,5.0,-4.685314680441284,-4.6853028022285415,-2.178498406883067,1.1878212742288952e-05
PPI,20,4,0.2,0,10.0,10.29347941064268,10.29347941064343,-2.178498406883067,7.496225862269057e-13
PPI,20,4,0.2,1,10.0,16.528186519855353,16.528186519855595,-2.178498406883067,2.4158453015843406e-13
PPI,20,4,0.2,2,10.0,-20.99769893067452,-20.997698930673284,-2.178498406883067,1.2363443602225743e-12
PPI,20,4,0.2,3,10.0,12.006558952345436,12.006558952349895,-2.178498406883067,4.458655666894629e-12
PPI,20,4,0.2,4,10.0,3.8072331078743713,3.8072331078752275,-2.178498406883067,8.562039965909207e-13
PPI,20,4,0.2,5,10.0,-19.851126424953517,-19.851126424952657,-2.178498406883067,8.597567102697212e-13
PPI,20,4,0.2,6,10.0,17.1228344809985,17.122834480998705,-2.178498406883067,2.0605739337042905e-13
PPI,20,4,0.2,7,10.0,-4.735953785470704,-4.735553813668782,-2.178498406883067,0.0003999718019223053
PPI,20,4,0.2,8,10.0,,,-2.178498406883067,
PPI,20,4,0.2,9,10.0,19.102751570093837,19.10275157009456,-2.178498406883067,7.247535904753022e-13
PPI,20,4,0.2,10,10.0,2.585453570136137,2.5854535701371346,-2.178498406883067,9.974243653232406e-13
PPI,20,4,0.2,11,10.0,-2.0715668618861027,-2.0715668618857475,-2.178498406883067,3.552713678800501e-13
PPI,20,4,0.2,12,10.0,4.751021393489883,4.751021393492596,-2.178498406883067,2.7124968937641825e-12
PPI,20,4,0.2,13,10.0,-1.2828101272104098,-1.2828101272072745,-2.178498406883067,3.135269821541442e-12
PPI,20,4,0.2,14,10.0,,,-2.178498406883067,
PPI,20,4,0.2,15,10.0,10.669231596756795,10.669231596757275,-2.178498406883067,4.796163466380676e-13
PPI,20,4,0.2,16,10.0,25.755487055571702,25.755487055572882,-2.178498406883067,1.1795009413617663e-12
PPI,20,4,0.2,17,10.0,18.52494240528329,18.52494240528374,-2.178498406883067,4.476419235288631e-13
PPI,20,4,0.2,18,10.0,-3.7769507618424343,-3.776950761842252,-2.178498406883067,1.8207657603852567e-13
PPI,20,4,0.2,19,10.0,,,-2.178498406883067,
PPI,20,4,0.2,20,10.0,-23.3888787166662,-23.38885599506453,-2.178498406883067,2.2721601666830793e-05
PPI,20,4,0.2,21,10.0,-4.059509234340422,-4.059498733040686,-2.178498406883067,1.0501299735565794e-05
PPI,20,4,0.2,22,10.0,11.909304117740286,11.909304117740744,-2.178498406883067,4.583000645652646e-13
PPI,20,4,0.2,23,10.0,22.700241313963428,22.7002413139644,-2.178498406883067,9.734435479913373e-13
PPI,20,4,0.2,24,10.0,14.756094253707,14.756094253707191,-2.178498406883067,1.9184653865522705e-13
PPI,20,4,0.2,25,10.0,-1.5416403827974907,-1.5414788060775306,-2.178498406883067,0.00016157671996008816
PPI,20,4,0.2,26,10.0,0.7185349385477445,0.7185370698247161,-2.178498406883067,2.131276971573115e-06
PPI,20,4,0.2,27,10.0,-14.084484369503645,-14.084484369503006,-2.178498406883067,6.394884621840902e-13
PPI,20,4,0.2,28,10.0,-17.762198267452273,-17.762188622420535,-2.178498406883067,9.645031738614307e-06
PPI,20,4,0.2,29,10.0,,,-2.178498406883067,
PPI,20,10,0.5,0,0.01,16.82745874006671,16.82746511423067,-2.178498406883067,6.374163959321777e-06
PPI,20,10,0.5,1,0.01,,,-2.178498406883067,
PPI,20,10,0.5,2,0.01,20.020102688066967,20.020102688075728,-2.178498406883067,8.760991931922035e-12
PPI,20,10,0.5,3,0.01,50.39436360031181,50.39436360031862,-2.178498406883067,6.80699940858176e-12
PPI,20,10,0.5,4,0.01,12.708751704980301,12.70882630443176,-2.178498406883067,7.45994514588233e-05
PPI,20,10,0.5,5,0.01,0.8389294376755942,0.8389294376767107,-2.178498406883067,1.1164402735630574e-12
PPI,20,10,0.5,6,0.01,43.14707475099605,43.14707475099825,-2.178498406883067,2.2026824808563106e-12
PPI,20,10,0.5,7,0.01,8.939675243905263,8.939702217772343,-2.178498406883067,2.6973867079505e-05
PPI,20,10,0.5,8,0.01,-21.087757587307532,-21.087757587303575,-2.178498406883067,3.957723038183758e-12
PPI,20,10,0.5,9,0.01,,,-2.178498406883067,
PPI,20,10,0.5,10,0.01,20.570292234906987,20.570292234912742,-2.178498406883067,5.7553961596568115e-12
PPI,20,10,0.5,11,0.01,-12.47059807469866,-12.470580864579762,-2.178498406883067,1.7210118897992288e-05
PPI,20,10,0.5,12,0.01,4.568371567457694,4.568371567464405,-2.178498406883067,6.711076139254146e-12
PPI,20,10,0.5,13,0.01,-13.546963876341408,-13.546957633027105,-2.178498406883067,6.243314302878389e-06
PPI,20,10,0.5,14,0.01,25.7890961274028,25.78917895228347,-2.178498406883067,8.28248806712395e-05
PPI,20,10,0.5,15,0.01,,,-2.178498406883067,
PPI,20,10,0.5,16,0.01,55.93817992643798,55.93837395289107,-2.178498406883067,0.0001940264530873037
PPI,20,10,0.5,17,0.01,-16.441307147468446,-16.44130714746706,-2.178498406883067,1.3855583347321954e-12
PPI,20,10,0.5,18,0.01,-12.383688474469599,-12.383681362740967,-2.178498406883067,7.11172863177012e-06
PPI,20,10,0.5,19,0.01,,,-2.178498406883067,
PPI,20,10,0.5,20,0.01,50.244307502932195,50.24430750293295,-2.178498406883067,7.531752999057062e-13
PPI,20,10,0.5,21,0.01,-39.26604104557076,-39.26604104555828,-2.178498406883067,1.247713043994736e-11
PPI,20,10,0.5,22,0.01,-9.949667054061551,-9.949667054046904,-2.178498406883067,1.4647838497694465e-11
PPI,20,10,0.5,23,0.01,18.380008836011072,18.38000883601478,-2.178498406883067,3.709033080667723e-12
PPI,20,10,0.5,24,0.01,45.39266332188499,45.39266332188598,-2.178498406883067,9.947598300641403e-13
PPI,20,10,0.5,25,0.01,,,-2.178498406883067,
PPI,20,10,0.5,26,0.01,0.8791870656155951,0.8791870656177152,-2.178498406883067,2.120081887824199e-12
PPI,20,10,0.5,27,0.01,6.094007532017068,6.094007532032151,-2.178498406883067,1.5083045923347527e-11
PPI,20,10,0.5,28,0.01,,,-2.178498406883067,
PPI,20,10,0.5,29,0.01,-11.629448873103794,-11.629448873082783,-2.178498406883067,2.1010748696426162e-11
PPI,20,10,0.5,0,0.1,20.770259387435853,20.77025938743964,-2.178498406883067,3.787192781601334e-12
PPI,20,10,0.5,1,0.1,69.01675024388061,69.01675024388575,-2.178498406883067,5.144329406903125e-12
PPI,20,10,0.5,2,0.1,-12.017114400961809,-12.017114400940699,-2.178498406883067,2.1110224679432577e-11
PPI,20,10,0.5,3,0.1,,,-2.178498406883067,
PPI,20,10,0.5,4,0.1,7.678270183074731,7.678385202437609,-2.178498406883067,0.00011501936287849901
PPI,20,10,0.5,5,0.1,12.560393988247064,12.560398814791672,-2.178498406883067,4.826544607539063e-06
PPI,20,10,0.5,6,0.1,-20.401723966211325,-20.401723966209442,-2.178498406883067,1.8829382497642655e-12
PPI,20,10,0.5,7,0.1,,,-2.178498406883067,
PPI,20,10,0.5,8,0.1,-28.50522602289721,-28.5052260228942,-2.178498406883067,3.0127011996228248e-12
PPI,20,10,0.5,9,0.1,35.28979302396967,35.28980952103365,-2.178498406883067,1.649706398154649e-05
PPI,20,10,0.5,10,0.1,37.19223497566411,37.19224585774454,-2.178498406883067,1.088208043142913e-05
PPI,20,10,0.5,11,0.1,-15.857663811366795,-15.857614764775231,-2.178498406883067,4.904659156323987e-05
PPI,20,10,0.5,12,0.1,-0.5000763485401813,-0.5000763485389224,-2.178498406883067,1.2589929099249275e-12
PPI,20,10,0.5,13,0.1,58.74550813416702,58.74550813416895,-2.178498406883067,1.9326762412674725e-12
PPI,20,10,0.5,14,0.1,-1.3236422983437417,-1.323585370212078,-2.178498406883067,5.692813166380262e-05
PPI,20,10,0.5,15,0.1,-19.419289138511783,-19.419289138509637,-2.178498406883067,2.1458390619955026e-12
PPI,20,10,0.5,16,0.1,28.498884680808263,28.498906987398467,-2.178498406883067,2.2306590203413634e-05
PPI,20,10,0.5,17,0.1,54.39025863302233,54.390258633026065,-2.178498406883067,3.737454790098127e-12
PPI,20,10,0.5,18,0.1,20.645627323821785,20.645627323831718,-2.178498406883067,9.9333874459262e-12
PPI,20,10,0.5,19,0.1,33.503066307810194,33.50306630781123,-2.178498406883067,1.0373923942097463e-12
PPI,20,10,0.5,20,0.1,-29.8237155930245,-29.82366930341811,-2.178498406883067,4.6289606387972526e-05
PPI,20,10,0.5,21,0.1,19.576619614733275,19.5766196147342,-2.178498406883067,9.237055564881302e-13
PPI,20,10,0.5,22,0.1,-4.723937033169958,-4.7239088950705534,-2.178498406883067,2.8138099404273476e-05
PPI,20,10,0.5,23,0.1,-4.303152799005664,-4.303143613822838,-2.178498406883067,9.185182825888205e-06
PPI,20,10,0.5,24,0.1,-22.524851508157965,-22.52479641056081,-2.178498406883067,5.509759715494056e-05
PPI,20,10,0.5,25,0.1,-12.91855038258795,-12.91855038258561,-2.178498406883067,2.34123831432953e-12
PPI,20,10,0.5,26,0.1,-28.60393978490239,-28.603939784898866,-2.178498406883067,3.524291969370097e-12
PPI,20,10,0.5,27,0.1,,,-2.178498406883067,
PPI,20,10,0.5,28,0.1,22.797029040701922,22.797029040702903,-2.178498406883067,9.805489753489383e-13
PPI,20,10,0.5,29,0.1,16.170528567506278,16.17052856750814,-2.178498406883067,1.8616219676914625e-12
PPI,20,10,0.5,0,0.5,10.716689896875888,10.716689896876762,-2.178498406883067,8.739675649849232e-13
PPI,20,10,0.5,1,0.5,2.110065537794074,2.110065537815953,-2.178498406883067,2.1879387190892885e-11
PPI,20,10,0.5,2,0.5,,,-2.178498406883067,
PPI,20,10,0.5,3,0.5,-33.246936979886115,-33.24693697988489,-2.178498406883067,1.2221335055073723e-12
PPI,20,10,0.5,4,0.5,,,-2.178498406883067,
PPI,20,10,0.5,5,0.5,,,-2.178498406883067,
PPI,20,10,0.5,6,0.5,18.685116961694593,18.68511696169575,-2.178498406883067,1.1581846592889633e-12
PPI,20,10,0.5,7,0.5,,,-2.178498406883067,
PPI,20,10,0.5,8,0.5,,,-2.178498406883067,
PPI,20,10,0.5,9,0.5,,,-2.178498406883067,
PPI,20,10,0.5,10,0.5,7.113376207994251,7.113376207995656,-2.178498406883067,1.4050982599655981e-12
PPI,20,10,0.5,11,0.5,6.9930236781713,6.9930236781866855,-2.178498406883067,1.538502658604557e-11
PPI,20,10,0.5,12,0.5,,,-2.178498406883067,
PPI,20,10,0.5,13,0.5,15.471745352764422,15.471745352769908,-2.178498406883067,5.4853899200679734e-12
PPI,20,10,0.5,14,0.5,,,-2.178498406883067,
