method,p,n,ratio,trial,std,lower,upper,theta,width
Classical,50,100,2.0,20,0.5,57.69576115023927,57.762507520246196,57.71631336074492,0.06674637000692485
PPI,50,100,2.0,21,0.5,57.72499606663526,57.80151929458136,57.71631336074492,0.07652322794609745
Classical,50,100,2.0,21,0.5,57.72137291529525,57.80514244592132,57.71631336074492,0.08376953062607129
PPI,50,100,2.0,22,0.5,57.748843073217095,57.82988031563139,57.71631336074492,0.08103724241429688
Classical,50,100,2.0,22,0.5,57.73642353729094,57.84229985155758,57.71631336074492,0.1058763142666379
PPI,50,100,2.0,23,0.5,57.70716647954082,57.8194319869894,57.71631336074492,0.11226550744858343
Classical,50,100,2.0,23,0.5,57.707447848499264,57.81915061803095,57.71631336074492,0.11170276953168923
PPI,50,100,2.0,24,0.5,57.64445704266279,57.71931628731981,57.71631336074492,0.07485924465701999
Classical,50,100,2.0,24,0.5,57.63019416655243,57.73357916343022,57.71631336074492,0.1033849968777929
PPI,50,100,2.0,25,0.5,57.70033182735256,57.80388585287315,57.71631336074492,0.10355402552059445
Classical,50,100,2.0,25,0.5,57.700591362885476,57.80362631734023,57.71631336074492,0.10303495445475619
PPI,50,100,2.0,26,0.5,57.64381874057179,57.70798216155916,57.71631336074492,0.06416342098737005
Classical,50,100,2.0,26,0.5,57.615925484836126,57.73587541729485,57.71631336074492,0.11994993245872365
PPI,50,100,2.0,27,0.5,57.590128186660614,57.72798625989993,57.71631336074492,0.13785807323931465
Classical,50,100,2.0,27,0.5,57.590473697791815,57.72764074876873,57.71631336074492,0.13716705097691317
PPI,50,100,2.0,28,0.5,57.71948761480215,57.785668745788186,57.71631336074492,0.06618113098603828
Classical,50,100,2.0,28,0.5,57.71125696902246,57.79389939156793,57.71631336074492,0.08264242254547582
PPI,50,100,2.0,29,0.5,57.64068018537837,57.716663630709846,57.71631336074492,0.07598344533147383
Classical,50,100,2.0,29,0.5,57.636194610512526,57.72114920557575,57.71631336074492,0.08495459506322334
PPI,50,100,2.0,0,2.0,57.73481813554314,58.149450572631295,57.71631336074492,0.41463243708815867
Classical,50,100,2.0,0,2.0,57.7358573211274,58.148411387047034,57.71631336074492,0.41255406591963606
PPI,50,100,2.0,1,2.0,57.42964152807617,57.71932893536964,57.71631336074492,0.28968740729347076
Classical,50,100,2.0,1,2.0,57.43036756625041,57.718602897195396,57.71631336074492,0.28823533094498544
PPI,50,100,2.0,2,2.0,57.64011151227122,58.019516430435615,57.71631336074492,0.37940491816439703
Classical,50,100,2.0,2,2.0,57.64106240777834,58.01856553492849,57.71631336074492,0.377503127150149
PPI,50,100,2.0,3,2.0,57.648250966761694,57.95355830862708,57.71631336074492,0.30530734186538666
Classical,50,100,2.0,3,2.0,57.631692487531645,57.970116787857044,57.71631336074492,0.33842430032539994
PPI,50,100,2.0,4,2.0,57.740961192388426,58.086208204627866,57.71631336074492,0.3452470122394402
Classical,50,100,2.0,4,2.0,57.741826478569706,58.085342918446585,57.71631336074492,0.3435164398768791
PPI,50,100,2.0,5,2.0,57.56786218252153,57.8310532591447,57.71631336074492,0.26319107662317265
Classical,50,100,2.0,5,2.0,57.49917791978406,57.8997375218821,57.71631336074492,0.400559602098042
PPI,50,100,2.0,6,2.0,57.45011362138763,57.71427547807839,57.71631336074492,0.2641618566907624
Classical,50,100,2.0,6,2.0,57.325280898287225,57.83910820117881,57.71631336074492,0.5138273028915847
PPI,50,100,2.0,7,2.0,57.56691688327239,57.898237560264285,57.71631336074492,0.3313206769918935
Classical,50,100,2.0,7,2.0,57.567747266138035,57.89740717739864,57.71631336074492,0.329659911260606
PPI,50,100,2.0,8,2.0,57.59792248926984,57.8024923452565,57.71631336074492,0.20456985598666222
Classical,50,100,2.0,8,2.0,57.51198173006663,57.8884331044596,57.71631336074492,0.37645137439297116
PPI,50,100,2.0,9,2.0,57.61837468358612,57.887305698493186,57.71631336074492,0.26893101490706783
Classical,50,100,2.0,9,2.0,57.55255386579782,57.9531265162815,57.71631336074492,0.4005726504836815
PPI,50,100,2.0,10,2.0,57.6821692992891,57.99012334400054,57.71631336074492,0.30795404471143684
Classical,50,100,2.0,10,2.0,57.60991222001677,58.0623804232729,57.71631336074492,0.4524682032561316
PPI,50,100,2.0,11,2.0,57.710578489329556,58.094028073575394,57.71631336074492,0.3834495842458381
Classical,50,100,2.0,11,2.0,57.71153952190832,58.09306704099663,57.71631336074492,0.3815275190883085
PPI,50,100,2.0,12,2.0,57.74301334285899,57.961705712336084,57.71631336074492,0.2186923694770968
Classical,50,100,2.0,12,2.0,57.70426418065411,58.000454874540964,57.71631336074492,0.2961906938868566
PPI,50,100,2.0,13,2.0,57.81647832870284,58.07239185006591,57.71631336074492,0.25591352136306966
Classical,50,100,2.0,13,2.0,57.72279634489867,58.166073833870044,57.71631336074492,0.44327748897137553
PPI,50,100,2.0,14,2.0,57.45990626647352,57.853155716535305,57.71631336074492,0.3932494500617878
Classical,50,100,2.0,14,2.0,57.46089186027412,57.852170122734705,57.71631336074492,0.39127826246058817
PPI,50,100,2.0,15,2.0,57.391222400288676,57.65056505700591,57.71631336074492,0.2593426567172372
Classical,50,100,2.0,15,2.0,57.34662450300372,57.695162954290815,57.71631336074492,0.34853845128709793
PPI,50,100,2.0,16,2.0,57.46265100984281,57.78970537410856,57.71631336074492,0.32705436426574863
Classical,50,100,2.0,16,2.0,57.42716115465931,57.82519522929203,57.71631336074492,0.39803407463271867
PPI,50,100,2.0,17,2.0,57.59613716195677,57.85304639816261,57.71631336074492,0.2569092362058427
Classical,50,100,2.0,17,2.0,57.50840527549681,57.94077828462244,57.71631336074492,0.4323730091256266
PPI,50,100,2.0,18,2.0,57.66111502630251,58.002573180738324,57.71631336074492,0.34145815443581284
Classical,50,100,2.0,18,2.0,57.66197081653983,58.00171739050101,57.71631336074492,0.3397465739611789
PPI,50,100,2.0,19,2.0,57.69595175873267,57.94447244787201,57.71631336074492,0.24852068913934033
Classical,50,100,2.0,19,2.0,57.646384649847505,57.99403955675706,57.71631336074492,0.34765490690955403
PPI,50,100,2.0,20,2.0,57.412398788726584,57.77298895110227,57.71631336074492,0.3605901623756864
Classical,50,100,2.0,20,2.0,57.42674564433064,57.75864209549819,57.71631336074492,0.33189645116755173
PPI,50,100,2.0,21,2.0,57.44124415321526,57.72058796463062,57.71631336074492,0.2793438114153588
Classical,50,100,2.0,21,2.0,57.37419651266494,57.78763560518085,57.71631336074492,0.41343909251591526
PPI,50,100,2.0,22,2.0,57.446558854562035,57.75202783188687,57.71631336074492,0.3054689773248356
Classical,50,100,2.0,22,2.0,57.348055124655566,57.85053156179335,57.71631336074492,0.502476437137787
PPI,50,100,2.0,23,2.0,57.5384541362289,57.93303461894478,57.71631336074492,0.394580482715881
Classical,50,100,2.0,23,2.0,57.53944306597197,57.93204568920171,57.71631336074492,0.3926026232297346
PPI,50,100,2.0,24,2.0,57.39925888493857,57.8365403960185,57.71631336074492,0.43728151107993085
Classical,50,100,2.0,24,2.0,57.40035483547674,57.83544444548033,57.71631336074492,0.4350896100035868
PPI,50,100,2.0,25,2.0,57.28695781014298,57.56020601036208,57.71631336074492,0.27324820021910057
Classical,50,100,2.0,25,2.0,57.18654158771998,57.660622232785066,57.71631336074492,0.4740806450650865
PPI,50,100,2.0,26,2.0,57.68046424107571,57.94128625400549,57.71631336074492,0.26082201292977913
Classical,50,100,2.0,26,2.0,57.65937374395812,57.96237675112315,57.71631336074492,0.3030030071650316
PPI,50,100,2.0,27,2.0,57.4558055549088,57.83645658294494,57.71631336074492,0.3806510280361408
Classical,50,100,2.0,27,2.0,57.456759573518006,57.835502564335734,57.71631336074492,0.37874299081772733
PPI,50,100,2.0,28,2.0,57.57847103396709,57.990050067430715,57.71631336074492,0.41157903346362446
Classical,50,100,2.0,28,2.0,57.57950256686253,57.989018534535276,57.71631336074492,0.40951596767274623
PPI,50,100,2.0,29,2.0,57.56834149349976,57.94301037977084,57.71631336074492,0.3746688862710812
Classical,50,100,2.0,29,2.0,57.569280519178086,57.94207135409251,57.71631336074492,0.3727908349144258
PPI,50,100,2.0,0,5.0,58.04101083157378,58.906114038080496,57.71631336074492,0.865103206506717
Classical,50,100,2.0,0,5.0,58.0431790236897,58.90394584596457,57.71631336074492,0.8607668222748686
PPI,50,100,2.0,1,5.0,57.299399581484,58.23665676470235,57.71631336074492,0.9372571832183496
Classical,50,100,2.0,1,5.0,57.22526892654532,58.31078741964111,57.71631336074492,1.0855184930957904
PPI,50,100,2.0,2,5.0,57.53814373166337,58.38641304322728,57.71631336074492,0.8482693115639108
Classical,50,100,2.0,2,5.0,57.5402697333007,58.38428704158995,57.71631336074492,0.8440173082892528
PPI,50,100,2.0,3,5.0,57.32849304660267,58.33768919503499,57.71631336074492,1.0091961484323235
Classical,50,100,2.0,3,5.0,57.33102237618551,58.33515986545215,57.71631336074492,1.0041374892666397
PPI,50,100,2.0,4,5.0,57.02595603222307,57.991569541454105,57.71631336074492,0.9656135092310336
Classical,50,100,2.0,4,5.0,57.02837613144592,57.98914944223126,57.71631336074492,0.960773310785342
PPI,50,100,2.0,5,5.0,57.51984678973293,58.43109770362724,57.71631336074492,0.9112509138943068
Classical,50,100,2.0,5,5.0,57.27696698748853,58.67397750587147,57.71631336074492,1.3970105183829418
PPI,50,100,2.0,6,5.0,57.55507398669343,58.1570012915429,57.71631336074492,0.6019273048494682
Classical,50,100,2.0,6,5.0,57.40702353677219,58.30505174146402,57.71631336074492,0.8980282046918262
PPI,50,100,2.0,7,5.0,56.60063011812383,57.58412299404341,57.71631336074492,0.9834928759195805
Classical,50,100,2.0,7,5.0,56.60309502807173,57.581658084095515,57.71631336074492,0.9785630560237877
PPI,50,100,2.0,8,5.0,57.65752466048449,58.56040794596678,57.71631336074492,0.9028832854822895
Classical,50,100,2.0,8,5.0,57.65978754011142,58.558145066339854,57.71631336074492,0.8983575262284376
PPI,50,100,2.0,9,5.0,57.10590360848348,58.14572725868033,57.71631336074492,1.0398236501968512
Classical,50,100,2.0,9,5.0,57.108509699205754,58.14312116795806,57.71631336074492,1.0346114687523027
PPI,50,100,2.0,10,5.0,58.0687681552667,58.72723006043238,57.71631336074492,0.6584619051656802
Classical,50,100,2.0,10,5.0,57.845659854346934,58.950338361352095,57.71631336074492,1.1046785070051612
PPI,50,100,2.0,11,5.0,57.67222251329641,58.731637271363276,57.71631336074492,1.0594147580668647
Classical,50,100,2.0,11,5.0,57.67487770484885,58.728982079810834,57.71631336074492,1.0541043749619803
PPI,50,100,2.0,12,5.0,57.288690859508336,58.190287278978985,57.71631336074492,0.9015964194706498
Classical,50,100,2.0,12,5.0,57.290950513886855,58.188027624600466,57.71631336074492,0.8970771107136102
PPI,50,100,2.0,13,5.0,56.38102746388863,57.73857995060487,57.71631336074492,1.3575524867162443
Classical,50,100,2.0,13,5.0,56.384429872499005,57.735177541994496,57.71631336074492,1.3507476694954903
PPI,50,100,2.0,14,5.0,57.309477724416055,57.88954610943249,57.71631336074492,0.5800683850164319
Classical,50,100,2.0,14,5.0,57.26432816990407,57.934695663944446,57.71631336074492,0.6703674940403772
PPI,50,100,2.0,15,5.0,56.85498808868264,58.021470763788635,57.71631336074492,1.1664826751059962
Classical,50,100,2.0,15,5.0,56.85791162256915,58.018547229902126,57.71631336074492,1.1606356073329778
PPI,50,100,2.0,16,5.0,57.64701928962881,58.47612981590297,57.71631336074492,0.8291105262741638
Classical,50,100,2.0,16,5.0,57.64909727395806,58.47405183157372,57.71631336074492,0.824954557615655
PPI,50,100,2.0,17,5.0,57.667111351720436,58.38740238751046,57.71631336074492,0.7202910357900265
Classical,50,100,2.0,17,5.0,57.55099929516731,58.50351444406366,57.71631336074492,0.952515148896353
PPI,50,100,2.0,18,5.0,56.56286006978299,57.82356545096108,57.71631336074492,1.2607053811780844
Classical,50,100,2.0,18,5.0,56.56601975228955,57.82040576845452,57.71631336074492,1.2543860161649718
PPI,50,100,2.0,19,5.0,57.1966951536654,58.0229646821401,57.71631336074492,0.8262695284746968
Classical,50,100,2.0,19,5.0,57.076540506094524,58.14311932971102,57.71631336074492,1.0665788236164957
PPI,50,100,2.0,20,5.0,57.09769051813125,58.13811191410773,57.71631336074492,1.0404213959764803
Classical,50,100,2.0,20,5.0,57.10029810697274,58.13550432526625,57.71631336074492,1.03520621829351
PPI,50,100,2.0,21,5.0,57.824401940101076,58.814509321688625,57.71631336074492,0.9901073815875492
Classical,50,100,2.0,21,5.0,57.82688342786181,58.81202783392789,57.71631336074492,0.9851444060660839
PPI,50,100,2.0,22,5.0,57.12635526995399,58.01964215359597,57.71631336074492,0.8932868836419772
Classical,50,100,2.0,22,5.0,57.12859409829703,58.01740332525293,57.71631336074492,0.8888092269558996
PPI,50,100,2.0,23,5.0,57.611831471892785,58.09968310040371,57.71631336074492,0.48785162851092423
Classical,50,100,2.0,23,5.0,57.44456853346032,58.26694603883612,57.71631336074492,0.8223775053757976
PPI,50,100,2.0,24,5.0,57.19184507427479,58.16612727105517,57.71631336074492,0.9742821967803792
Classical,50,100,2.0,24,5.0,57.19428689966843,58.16368544566153,57.71631336074492,0.9693985459931014
PPI,50,100,2.0,25,5.0,57.17938554445936,57.89104930341251,57.71631336074492,0.7116637589531507
Classical,50,100,2.0,25,5.0,57.18116917413468,57.889265673737185,57.71631336074492,0.7080964996025045
PPI,50,100,2.0,26,5.0,57.29573849312348,57.887763295358695,57.71631336074492,0.5920248022352155
Classical,50,100,2.0,26,5.0,57.175664476595465,58.00783731188674,57.71631336074492,0.8321728352912743
PPI,50,100,2.0,27,5.0,57.50589841388318,58.05406568513943,57.71631336074492,0.5481672712562471
Classical,50,100,2.0,27,5.0,57.31707991908687,58.242884179935665,57.71631336074492,0.9258042608487926
PPI,50,100,2.0,28,5.0,57.01569528154431,57.63951122613264,57.71631336074492,0.6238159445883298
Classical,50,100,2.0,28,5.0,56.79343388103785,57.86177262663913,57.71631336074492,1.068338745601281
PPI,50,100,2.0,29,5.0,56.97621883148801,57.65804560837216,57.71631336074492,0.6818267768841508
Classical,50,100,2.0,29,5.0,56.76722381676914,57.86704062309112,57.71631336074492,1.0998168063219822
PPI,50,100,2.0,0,10.0,57.1322485161127,58.14880342204031,57.71631336074492,1.016554905927606
Classical,50,100,2.0,0,10.0,56.83714275043785,58.44390918771502,57.71631336074492,1.606766437277173
PPI,50,100,2.0,1,10.0,58.0446956832996,59.44196034764607,57.71631336074492,1.3972646643464657
Classical,50,100,2.0,1,10.0,57.85087879132273,59.635777239622925,57.71631336074492,1.784898448300197
PPI,50,100,2.0,2,10.0,56.30201496426279,58.2714312236531,57.71631336074492,1.9694162593903144
Classical,50,100,2.0,2,10.0,56.306950875694554,58.26649531222134,57.71631336074492,1.9595444365267838
PPI,50,100,2.0,3,10.0,57.34033601521484,59.07908713184079,57.71631336074492,1.7387511166259486
Classical,50,100,2.0,3,10.0,57.10257539208837,59.31684775496717,57.71631336074492,2.214272362878802
PPI,50,100,2.0,4,10.0,56.89149319024657,58.84466573145669,57.71631336074492,1.9531725412101224
Classical,50,100,2.0,4,10.0,56.8963883903488,58.83977053135447,57.71631336074492,1.9433821410056709
PPI,50,100,2.0,5,10.0,57.81634634756041,58.99820504938391,57.71631336074492,1.1818587018235007
Classical,50,100,2.0,5,10.0,57.464379664832954,59.3501717321114,57.71631336074492,1.8857920672784445
PPI,50,100,2.0,6,10.0,56.160924865086194,58.2568731489395,57.71631336074492,2.0959482838533035
Classical,50,100,2.0,6,10.0,56.16617790138321,58.251620112642485,57.71631336074492,2.085442211259277
PPI,50,100,2.0,7,10.0,57.13553505630642,58.87687565506809,57.71631336074492,1.741340598761667
Classical,50,100,2.0,7,10.0,57.01326101646825,58.99914969490621,57.71631336074492,1.9858886784379592
PPI,50,100,2.0,8,10.0,57.23352949041756,58.78319419225827,57.71631336074492,1.5496647018407117
Classical,50,100,2.0,8,10.0,56.882451213182996,59.13427246949272,57.71631336074492,2.251821256309725
PPI,50,100,2.0,9,10.0,56.69990090073315,58.287567235896184,57.71631336074492,1.5876663351630356
Classical,50,100,2.0,9,10.0,56.703880039412475,58.28358809721686,57.71631336074492,1.5797080578043818
PPI,50,100,2.0,10,10.0,56.4206404426372,58.53735958697788,57.71631336074492,2.116719144340678
Classical,50,100,2.0,10,10.0,56.42594553655657,58.53205449305851,57.71631336074492,2.1061089565019415
PPI,50,100,2.0,11,10.0,56.885679791549535,58.26371363237543,57.71631336074492,1.3780338408258928
Classical,50,100,2.0,11,10.0,56.774822250309924,58.37457117361507,57.71631336074492,1.5997489233051425
PPI,50,100,2.0,12,10.0,58.13040465318588,59.55445822482744,57.71631336074492,1.424053571641565
Classical,50,100,2.0,12,10.0,57.4515192785033,60.233343599509965,57.71631336074492,2.781824321006667
PPI,50,100,2.0,13,10.0,56.87489676238182,58.979461456387,57.71631336074492,2.1045646940051768
Classical,50,100,2.0,13,10.0,56.88017139382779,58.974186824941036,57.71631336074492,2.094015431113249
PPI,50,100,2.0,14,10.0,57.20906196137655,59.49554799693449,57.71631336074492,2.2864860355579424
Classical,50,100,2.0,14,10.0,57.214792538905556,59.48981741940548,57.71631336074492,2.2750248804999273
PPI,50,100,2.0,15,10.0,56.61716729011047,58.04844883878722,57.71631336074492,1.4312815486767505
Classical,50,100,2.0,15,10.0,56.3573397462092,58.308276382688526,57.71631336074492,1.9509366364793266
PPI,50,100,2.0,16,10.0,56.970027033106135,58.39973358127472,57.71631336074492,1.429706548168582
Classical,50,100,2.0,16,10.0,56.71164012799435,58.658120486386444,57.71631336074492,1.946480358392094
PPI,50,100,2.0,17,10.0,56.93514768238892,58.46225312292831,57.71631336074492,1.527105440539387
Classical,50,100,2.0,17,10.0,56.938975038421674,58.45842576689556,57.71631336074492,1.5194507284738847
PPI,50,100,2.0,18,10.0,56.881241599434425,58.12759107543463,57.71631336074492,1.246349476000205
Classical,50,100,2.0,18,10.0,56.62440466175191,58.38442801311723,57.71631336074492,1.7600233513653194
PPI,50,100,2.0,19,10.0,56.838489090942,57.894172780691214,57.71631336074492,1.0556836897492161
Classical,50,100,2.0,19,10.0,56.51359276727199,58.21906910436131,57.71631336074492,1.7054763370893227
PPI,50,100,2.0,20,10.0,57.705969770790595,58.73176155172283,57.71631336074492,1.0257917809322379
Classical,50,100,2.0,20,10.0,57.45779555747019,58.97993576504338,57.71631336074492,1.5221402075731874
PPI,50,100,2.0,21,10.0,58.03669998801835,59.083138342067464,57.71631336074492,1.0464383540491156
Classical,50,100,2.0,21,10.0,57.611326876927826,59.50851145315789,57.71631336074492,1.8971845762300603
PPI,50,100,2.0,22,10.0,57.49224054352061,58.48511518588515,57.71631336074492,0.9928746423645407
Classical,50,100,2.0,22,10.0,57.11954712509478,58.857808604311,57.71631336074492,1.73826147921622
PPI,50,100,2.0,23,10.0,57.65835621762757,59.151641116367,57.71631336074492,1.4932848987394323
Classical,50,100,2.0,23,10.0,57.38197307203759,59.42802426195701,57.71631336074492,2.0460511899194245
PPI,50,100,2.0,24,10.0,57.48235436920205,59.09382419419783,57.71631336074492,1.6114698249957797
Classical,50,100,2.0,24,10.0,57.486393166126355,59.08978539727352,57.71631336074492,1.6033922311471684
PPI,50,100,2.0,25,10.0,56.77152692430019,58.458987153850984,57.71631336074492,1.687460229550794
Classical,50,100,2.0,25,10.0,56.583941522495955,58.64657255565526,57.71631336074492,2.062631033159306
PPI,50,100,2.0,26,10.0,56.465103261087215,59.135217907995674,57.71631336074492,2.670114646908459
Classical,50,100,2.0,26,10.0,56.47179531988733,59.12852584919556,57.71631336074492,2.656730529308234
PPI,50,100,2.0,27,10.0,57.516061586681175,60.252386976417725,57.71631336074492,2.7363253897365496
Classical,50,100,2.0,27,10.0,57.52291958823757,60.24552897486133,57.71631336074492,2.722609386623759
PPI,50,100,2.0,28,10.0,57.02683013561823,58.934578161332176,57.71631336074492,1.9077480257139428
Classical,50,100,2.0,28,10.0,57.03161148910006,58.92979680785035,57.71631336074492,1.8981853187502935
PPI,50,100,2.0,29,10.0,58.352636832779766,60.10015264374054,57.71631336074492,1.7475158109607776
Classical,50,100,2.0,29,10.0,58.31382175654654,60.1389677199738,57.71631336074492,1.8251459634272607
PPI,100,5,0.05,0,0.01,4.632273990470907,4.6324205613190195,11.56150715722093,0.00014657084811275922
PPI,100,5,0.05,1,0.01,8.34074968403316,8.340749684035902,11.56150715722093,2.7426949600339867e-12
PPI,100,5,0.05,2,0.01,8.514009292754272,8.514009292754883,11.56150715722093,6.110667527536862e-13
PPI,100,5,0.05,3,0.01,11.18304455224094,11.183044552257396,11.56150715722093,1.645616976020392e-11
PPI,100,5,0.05,4,0.01,4.63193156429851,4.632036644899639,11.56150715722093,0.00010508060112890405
PPI,100,5,0.05,5,0.01,,,11.56150715722093,
PPI,100,5,0.05,6,0.01,4.4057883124787525,4.405788312487579,11.56150715722093,8.826717134979845e-12
PPI,100,5,0.05,7,0.01,2.4667930423719664,2.466793042377308,11.56150715722093,5.341505016076553e-12
PPI,100,5,0.05,8,0.01,,,11.56150715722093,
PPI,100,5,0.05,9,0.01,,,11.56150715722093,
PPI,100,5,0.05,10,0.01,9.104284682938617,9.104919926006732,11.56150715722093,0.000635243068114022
PPI,100,5,0.05,11,0.01,3.8233534854055313,3.8233534854193683,11.56150715722093,1.3836931600508251e-11
PPI,100,5,0.05,12,0.01,4.91024183068197,4.910241830712312,11.56150715722093,3.034195117379568e-11
PPI,100,5,0.05,13,0.01,8.895022201301126,8.895204540533703,11.56150715722093,0.0001823392325768225
PPI,100,5,0.05,14,0.01,5.073747527878849,5.073886517161249,11.56150715722093,0.0001389892823997485
PPI,100,5,0.05,15,0.01,8.41474169470527,8.415137298884815,11.56150715722093,0.0003956041795447618
PPI,100,5,0.05,16,0.01,9.66127226679744,9.661272266799308,11.56150715722093,1.8687273950490635e-12
PPI,100,5,0.05,17,0.01,2.8855870111986164,2.8855870112006663,11.56150715722093,2.049915792667889e-12
PPI,100,5,0.05,18,0.01,3.9333940559566827,3.933928218930305,11.56150715722093,0.0005341629736221876
PPI,100,5,0.05,19,0.01,2.6602637319968507,2.6602637319983526,11.56150715722093,1.5019097077129118e-12
PPI,100,5,0.05,20,0.01,,,11.56150715722093,
PPI,100,5,0.05,21,0.01,5.697340752751646,5.697340752752552,11.56150715722093,9.059419880941277e-13
PPI,100,5,0.05,22,0.01,,,11.56150715722093,
PPI,100,5,0.05,23,0.01,8.27916887687398,8.279168876879867,11.56150715722093,5.88684656577243e-12
PPI,100,5,0.05,24,0.01,4.067672607383748,4.069862517152544,11.56150715722093,0.0021899097687967384
PPI,100,5,0.05,25,0.01,5.183705403923001,5.18370540392607,11.56150715722093,3.069544618483633e-12
PPI,100,5,0.05,26,0.01,10.393110342708454,10.393542216453007,11.56150715722093,0.00043187374455300187
PPI,100,5,0.05,27,0.01,,,11.56150715722093,
PPI,100,5,0.05,28,0.01,10.897646074375146,10.897646074381434,11.56150715722093,6.288303211476887e-12
PPI,100,5,0.05,29,0.01,9.385740868008826,9.385871430805496,11.56150715722093,0.0001305627966701195
PPI,100,5,0.05,0,0.1,5.009734009392633,5.009734009445492,11.56150715722093,5.285905047003325e-11
PPI,100,5,0.05,1,0.1,11.369650544866303,11.370059271745113,11.56150715722093,0.0004087268788097731
PPI,100,5,0.05,2,0.1,,,11.56150715722093,
PPI,100,5,0.05,3,0.1,6.388933897525491,6.389162184256306,11.56150715722093,0.00022828673081498607
PPI,100,5,0.05,4,0.1,9.607642394419807,9.607642394422404,11.56150715722093,2.597033699203166e-12
PPI,100,5,0.05,5,0.1,,,11.56150715722093,
PPI,100,5,0.05,6,0.1,2.2480814401330953,2.2552352399990454,11.56150715722093,0.007153799865950106
PPI,100,5,0.05,7,0.1,11.301261950842832,11.30126195085002,11.56150715722093,7.187139772213413e-12
PPI,100,5,0.05,8,0.1,2.387891978865811,2.3879561199072303,11.56150715722093,6.41410414194965e-05
PPI,100,5,0.05,9,0.1,6.881758494863899,6.881831118166968,11.56150715722093,7.262330306900822e-05
PPI,100,5,0.05,10,0.1,8.666440012398304,8.66644830793254,11.56150715722093,8.295534236424373e-06
PPI,100,5,0.05,11,0.1,,,11.56150715722093,
PPI,100,5,0.05,12,0.1,-3.3095883813245903,-3.3095408027015987,11.56150715722093,4.757862299165083e-05
PPI,100,5,0.05,13,0.1,,,11.56150715722093,
PPI,100,5,0.05,14,0.1,10.389995950171475,10.390026046876848,11.56150715722093,3.0096705373239274e-05
PPI,100,5,0.05,15,0.1,6.17016274998093,6.170162749987014,11.56150715722093,6.084022174945858e-12
PPI,100,5,0.05,16,0.1,,,11.56150715722093,
PPI,100,5,0.05,17,0.1,,,11.56150715722093,
PPI,100,5,0.05,18,0.1,5.941434798296178,5.941434798299331,11.56150715722093,3.1530333899354446e-12
PPI,100,5,0.05,19,0.1,7.557688566733359,7.557688566737508,11.56150715722093,4.149569576838985e-12
PPI,100,5,0.05,20,0.1,9.644234660568818,9.644353964876698,11.56150715722093,0.00011930430787998603
PPI,100,5,0.05,21,0.1,5.375193994309319,5.375193994313237,11.56150715722093,3.9186431877169525e-12
PPI,100,5,0.05,22,0.1,7.324334357488368,7.324334357490358,11.56150715722093,1.9895196601282805e-12
PPI,100,5,0.05,23,0.1,0.6462665704388616,0.646266570442038,11.56150715722093,3.176348073452573e-12
PPI,100,5,0.05,24,0.1,8.243846756340725,8.243869306533083,11.56150715722093,2.255019235875011e-05
PPI,100,5,0.05,25,0.1,19.3255102023832,19.325510202393843,11.56150715722093,1.06439301816863e-11
PPI,100,5,0.05,26,0.1,6.3185924541756595,6.318756477039381,11.56150715722093,0.00016402286372141361
PPI,100,5,0.05,27,0.1,17.000121400567643,17.000121400569547,11.56150715722093,1.9042545318370685e-12
PPI,100,5,0.05,28,0.1,5.8201759340584545,5.82017593405978,11.56150715722093,1.3251622021925868e-12
PPI,100,5,0.05,29,0.1,,,11.56150715722093,
PPI,100,5,0.05,0,0.5,3.0482466035967186,3.048246603609186,11.56150715722093,1.2467360477330658e-11
PPI,100,5,0.05,1,0.5,-0.5826335504442389,-0.5826335504409307,11.56150715722093,3.3082425687780415e-12
PPI,100,5,0.05,2,0.5,4.946951472345574,4.946951472349739,11.56150715722093,4.165556788393587e-12
PPI,100,5,0.05,3,0.5,10.422910055069625,10.423017743104271,11.56150715722093,0.00010768803464600296
PPI,100,5,0.05,4,0.5,6.5750714339024325,6.575071433909572,11.56150715722093,7.139178137549607e-12
PPI,100,5,0.05,5,0.5,10.263026212168327,10.263026212171951,11.56150715722093,3.623767952376511e-12
PPI,100,5,0.05,6,0.5,,,11.56150715722093,
PPI,100,5,0.05,7,0.5,6.929879233152441,6.929879233153933,11.56150715722093,1.4921397450962104e-12
PPI,100,5,0.05,8,0.5,9.707803551783183,9.707803551784053,11.56150715722093,8.704148513061227e-13
PPI,100,5,0.05,9,0.5,-2.7853513044133185,-2.7853513044078286,11.56150715722093,5.489830812166474e-12
PPI,100,5,0.05,10,0.5,8.803502796925446,8.80350279692907,11.56150715722093,3.623767952376511e-12
PPI,100,5,0.05,11,0.5,12.089183135600187,12.089203530666644,11.56150715722093,2.0395066457012945e-05
PPI,100,5,0.05,12,0.5,6.597314449880666,6.597367637956855,11.56150715722093,5.31880761887038e-05
PPI,100,5,0.05,13,0.5,8.14596398602351,8.145963986025322,11.56150715722093,1.8118839761882555e-12
PPI,100,5,0.05,14,0.5,7.540537947913201,7.540537947915968,11.56150715722093,2.7675639557855902e-12
PPI,100,5,0.05,15,0.5,6.613161171887761,6.613161171889605,11.56150715722093,1.84385839929746e-12
PPI,100,5,0.05,16,0.5,9.050977542610848,9.050977542618948,11.56150715722093,8.100187187665142e-12
PPI,100,5,0.05,17,0.5,-0.8734315409387152,-0.8730322112783062,11.56150715722093,0.0003993296604090091
