method,p,n,ratio,trial,std,lower,upper,width,width_max,width_min,coverage,theta,error,error_max,error_min
Classical,50,5,0.1,9,1.0,-0.0010628455574126703,-0.0010628455574126026,6.656106872268697e-17,1.1102230246251565e-16,1.734723475976807e-17,0.0,,0.019999213682012577,0.08112777340040662,8.243798138672759e-07
Imputation,50,5,0.1,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,10,0.2,0,1.0,-0.46415235688832696,0.5023700390375359,0.966522395925863,1.6014140621035222,0.472098438030332,1.0,0.02291165778953181,0.0028576922646284674,0.018390153709368764,4.995940701143396e-07
Classical,50,10,0.2,0,1.0,0.0029010940907142203,0.002901094090714435,2.160251144633918e-16,4.163336342344337e-16,1.1102230246251565e-16,0.0,,0.017983462806427587,0.06512606379805008,0.00011800735865424115
PPI,50,10,0.2,1,1.0,-0.6068316236090091,0.6501429726871895,1.2569745962961987,2.008915173140366,0.605479326190555,1.0,0.02291165778953181,0.004670704884604321,0.030622558262473114,1.1581112878002531e-05
Classical,50,10,0.2,1,1.0,0.0025527933470131364,0.00255279334701366,5.242334344401911e-16,1.2906342661267445e-15,2.3592239273284576e-16,0.0,,0.020324086936562128,0.0853631039611939,2.547479794659242e-06
PPI,50,10,0.2,2,1.0,-0.48329968292262043,0.5296991502981401,1.0129988332207607,1.8206487922610908,0.4909564809077698,1.0,0.02291165778953181,0.005628270592986693,0.039935813982695086,2.827606636737806e-07
Classical,50,10,0.2,2,1.0,0.01727747898179256,0.01727747898179307,5.078229503574505e-16,8.881784197001252e-16,2.480654570646834e-16,0.0,,0.018201704421866124,0.10695642060862588,5.055501301396327e-05
PPI,50,10,0.2,3,1.0,-0.6497364297306442,0.6585817683454558,1.3083181980761,1.9379091755920652,0.46572670842062613,1.0,0.02291165778953181,0.00448851949782914,0.027356506644068034,5.237909164118736e-09
Classical,50,10,0.2,3,1.0,-0.030835980670319594,-0.030835980670319358,2.3429175266542757e-16,4.440892098500626e-16,7.632783294297951e-17,0.0,,0.020109559880833405,0.10085559703739883,2.3005061321870397e-06
PPI,50,10,0.2,4,1.0,-0.33576986189102137,0.4042266364229141,0.7399964983139354,1.1139882930212968,0.2835864388423444,1.0,0.02291165778953181,0.002751309616788675,0.01379358335884994,1.3877022207227523e-07
Classical,50,10,0.2,4,1.0,0.01696428463002888,0.016964284630029126,2.4747998789154123e-16,4.440892098500626e-16,1.0343288725511712e-16,0.0,,0.019483000664136586,0.09846287326860236,2.014688270911841e-05
PPI,50,10,0.2,5,1.0,-0.5584648124436977,0.6200527466582882,1.1785175591019859,2.4745966130130226,0.24550349315962106,1.0,0.02291165778953181,0.005723822168035674,0.029866920457589208,1.501358048040592e-05
Classical,50,10,0.2,5,1.0,0.016374028124357988,0.01637402812435833,3.397889608569571e-16,5.551115123125783e-16,1.6653345369377348e-16,0.0,,0.02138941638494753,0.07784137238029296,4.29048166743363e-05
PPI,50,10,0.2,6,1.0,-0.5058288730490696,0.5648356408252462,1.0706645138743158,1.831273745386489,0.5737076845531504,1.0,0.02291165778953181,0.0050738092980205625,0.035568485069656285,1.562846237698401e-07
Classical,50,10,0.2,6,1.0,0.018351291306776738,0.018351291306777123,3.90208698686223e-16,7.216449660063518e-16,2.0816681711721685e-16,0.0,,0.02063211445062465,0.10751287732468154,1.4701679601481563e-05
PPI,50,10,0.2,7,1.0,-0.5776180215958251,0.6308798635354989,1.208497885131324,1.9505676823098583,0.5397113644282322,1.0,0.02291165778953181,0.006502191124885724,0.044481181417214584,6.706033833914129e-05
Classical,50,10,0.2,7,1.0,0.008984800121392116,0.008984800121392378,2.6121466101258763e-16,4.718447854656915e-16,1.1102230246251565e-16,0.0,,0.02101799778143881,0.14374487804954775,2.3194007490425792e-05
PPI,50,10,0.2,8,1.0,-0.5175075777389115,0.5636441921383772,1.081151769877289,1.899390230576011,0.4888316163148529,1.0,0.02291165778953181,0.0032630064128021446,0.02742077939599562,3.3325435863977966e-08
Classical,50,10,0.2,8,1.0,0.011045817233396354,0.011045817233396451,9.903536324351592e-17,2.0122792321330962e-16,4.163336342344337e-17,0.0,,0.0197079000417117,0.09087205504489246,4.968322085405506e-05
PPI,50,10,0.2,9,1.0,-0.4871924459062737,0.5560086429986668,1.0432010889049406,1.8681106063767212,0.4403896185517622,1.0,0.02291165778953181,0.003982402607033279,0.01897019185887757,2.890497340369333e-07
Classical,50,10,0.2,9,1.0,0.022503048422837173,0.02250304842283728,1.0689366058969085e-16,2.220446049250313e-16,4.163336342344337e-17,0.0,,0.018192081257161583,0.08109066151867475,1.5893989262595698e-05
Imputation,50,10,0.2,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,25,0.5,0,1.0,-0.29253442907855165,0.38440310131037314,0.6769375303889249,1.0899574864420076,0.32746508436864447,0.96,0.02291165778953181,0.019384235307960556,0.11458335985948942,4.5534729616598764e-07
Classical,50,25,0.5,0,1.0,0.030829194555384243,0.030829194555384958,7.185224637495935e-16,1.3877787807814457e-15,3.885780586188048e-16,0.0,,0.02922398811135618,0.17830715421569177,3.3704409094528895e-07
PPI,50,25,0.5,1,1.0,-0.42336671353081506,0.434513787249253,0.8578805007800681,1.590508223376054,0.4568393133270684,1.0,0.02291165778953181,0.02502323768613259,0.12025371475263807,0.0001345280749492347
Classical,50,25,0.5,1,1.0,-0.0112031537076839,-0.01120315370768301,8.936948403537314e-16,1.5543122344752192e-15,4.440892098500626e-16,0.0,,0.031656014365211885,0.14392997681429462,8.077235625855413e-06
PPI,50,25,0.5,2,1.0,-0.40843137926613265,0.4317783884896407,0.8402097677557733,1.4893008756820325,0.22036788649857234,0.98,0.02291165778953181,0.0207960702003599,0.13301178810772382,2.3514124730868834e-06
Classical,50,25,0.5,2,1.0,-0.004950980530935133,-0.004950980530934493,6.405986852087153e-16,1.0200174038743626e-15,3.608224830031759e-16,0.0,,0.029260220843207743,0.2371892247779232,6.426606751387228e-05
PPI,50,25,0.5,3,1.0,-0.3122024638526796,0.37958883922190073,0.6917913030745803,1.0933897560431112,0.40319309043787466,0.96,0.02291165778953181,0.022349585955028447,0.14261032775287952,4.0135370646110105e-07
Classical,50,25,0.5,3,1.0,0.016251958484850716,0.016251958484851718,9.96650678652955e-16,1.5543122344752192e-15,6.106226635438361e-16,0.0,,0.03751798781340762,0.32778604186742893,5.799134220286147e-06
PPI,50,25,0.5,4,1.0,-0.4298529850555039,0.4569632412070579,0.8868162262625616,1.458035817829975,0.38963329120167967,0.94,0.02291165778953181,0.022423260523834667,0.15395378698236697,4.55619164417795e-07
Classical,50,25,0.5,4,1.0,-0.01023305386286504,-0.010233053862863635,1.4030790418395612e-15,2.1094237467877974e-15,8.881784197001252e-16,0.0,,0.034840258837342375,0.30206217989940193,3.653296679834698e-05
PPI,50,25,0.5,5,1.0,-0.37747333402133976,0.46358786876660546,0.8410612027879452,1.198378608924292,0.5869670495465669,0.98,0.02291165778953181,0.025574340194801964,0.18702953091549532,2.7951578481106882e-05
Classical,50,25,0.5,5,1.0,0.012436217238761102,0.012436217238762079,9.696063396624767e-16,1.4432899320127035e-15,5.828670879282072e-16,0.0,,0.03846338709928494,0.3639596790844963,1.1794023008871846e-05
PPI,50,25,0.5,6,1.0,-0.3551317600137523,0.4204355397001151,0.7755672997138673,1.566586306554973,0.4423560164666007,1.0,0.02291165778953181,0.01395061296297105,0.0645982259545684,2.8765792345115397e-06
Classical,50,25,0.5,6,1.0,0.016789640831214175,0.016789640831215907,1.7336306001869417e-15,2.835405521484091e-15,9.992007221626409e-16,0.0,,0.022904080191320415,0.15240696364416073,0.00013426138925485013
PPI,50,25,0.5,7,1.0,-0.30130171130393874,0.41711189290755735,0.7184136042114959,1.2441892325955644,0.33203727923481163,0.94,0.02291165778953181,0.02053497877115756,0.13543216334501568,6.189093189394878e-07
Classical,50,25,0.5,7,1.0,0.043073885472448004,0.043073885472448975,9.717053550684085e-16,1.4736475928422976e-15,4.996003610813204e-16,0.0,,0.0327173528010958,0.1551681870584529,0.00013914504819701238
PPI,50,25,0.5,8,1.0,-0.34422361653102307,0.3720203805707088,0.7162439971017318,1.1628625892742002,0.42540266271897487,0.98,0.02291165778953181,0.02044820095905772,0.09809617242808157,5.394846173005565e-08
Classical,50,25,0.5,8,1.0,0.0005768121221988118,0.00057681212219957,7.596787782171433e-16,1.3322676295501878e-15,3.3306690738754696e-16,0.0,,0.028459985080370606,0.13802644991174576,1.8900678160309835e-05
PPI,50,25,0.5,9,1.0,-0.44438106737602184,0.4889634713354607,0.9333445387114824,1.6075070755192262,0.46485537388676285,0.96,0.02291165778953181,0.03461743748591518,0.1859774079991893,2.3822887429688176e-05
Classical,50,25,0.5,9,1.0,0.006493948451293161,0.006493948451294294,1.1292355939218624e-15,1.7763568394002505e-15,7.216449660063518e-16,0.0,,0.04628027808639962,0.36678895766863717,1.7507255337327788e-06
Imputation,50,25,0.5,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,40,0.8,0,1.0,-0.25559188651330433,0.3132167344824325,0.5688086209957367,0.8631433422694978,0.3969326778703389,0.74,0.02291165778953181,0.0697031900252552,0.6205100090101902,2.4952195299045254e-05
Classical,50,40,0.8,0,1.0,0.01923049707930907,0.019230497079313395,4.315159340961827e-15,6.522560269672795e-15,2.3314683517128287e-15,0.0,,0.07532090360449309,0.5978356722496153,4.6802336649140195e-05
PPI,50,40,0.8,1,1.0,-0.36337995315108046,0.23748149208525274,0.6008614452363331,0.8800774121909701,0.3944588150943183,0.88,0.02291165778953181,0.04083946892665308,0.24929792204421408,2.88430980210575e-07
Classical,50,40,0.8,1,1.0,-0.0715406851753123,-0.07154068517530981,2.489640438252394e-15,3.6637359812630166e-15,1.1639994523804376e-15,0.0,,0.044225242166267165,0.33029394908265985,0.0001306087005167127
PPI,50,40,0.8,2,1.0,-0.2089283520516872,0.3311981364708573,0.5401264885225445,0.791189455879977,0.37369096901173315,0.52,0.02291165778953181,0.135879398038914,0.7937893424627533,7.924921561315338e-07
Classical,50,40,0.8,2,1.0,0.040907691326747216,0.04090769132675117,3.963773753667965e-15,7.66053886991358e-15,2.220446049250313e-15,0.0,,0.1388837513915669,0.8613788709686891,3.8723043002869517e-05
PPI,50,40,0.8,3,1.0,-0.24908109293303454,0.3274356066493316,0.5765166995823662,0.9132410289213727,0.4223741075192309,0.88,0.02291165778953181,0.03670270217241225,0.20456699923313582,6.167843517362717e-07
Classical,50,40,0.8,3,1.0,0.020716332897603176,0.02071633289760488,1.6957778497389554e-15,2.942091015256665e-15,1.096345236817342e-15,0.0,,0.04554842045562486,0.2876829275626647,7.570348196612201e-07
PPI,50,40,0.8,4,1.0,-0.3103878537935431,0.4220348023573945,0.7324226561509374,0.9992141217266679,0.4289652690943627,0.8,0.02291165778953181,0.08642586104748323,0.5538728227352944,1.0178925762782156e-09
Classical,50,40,0.8,4,1.0,0.05450405730825222,0.05450405730825537,3.148514435280525e-15,5.329070518200751e-15,1.1657341758564144e-15,0.0,,0.09111227232513769,0.44843225047148166,3.734319558088849e-05
PPI,50,40,0.8,5,1.0,-0.28203429549273124,0.27274761196279834,0.5547819074555295,0.7888392305609597,0.3712601364731536,0.82,0.02291165778953181,0.038871369305877354,0.28204040228308697,5.8245779652462926e-05
Classical,50,40,0.8,5,1.0,-0.011091347502940137,-0.011091347502937858,2.2814042321961383e-15,4.440892098500626e-15,1.3322676295501878e-15,0.0,,0.042214573672064076,0.22538061481802035,4.406803846274595e-07
PPI,50,40,0.8,6,1.0,-0.28226612089924097,0.30502240808348025,0.5872885289827213,0.9015677858452334,0.39141604787615514,0.92,0.02291165778953181,0.02525161374350239,0.16457132668465052,0.00012286596369993365
Classical,50,40,0.8,6,1.0,0.006171979541117542,0.0061719795411187715,1.2293204648683442e-15,1.9984014443252818e-15,6.453171330633722e-16,0.0,,0.028065123970273654,0.14174193783429526,6.425993167744645e-05
PPI,50,40,0.8,7,1.0,-0.2817036787604335,0.39222368612950503,0.6739273648899384,0.9253335933089746,0.4087137831967661,0.6,0.02291165778953181,0.1157312245372467,0.4924539615772611,6.737817590014232e-05
Classical,50,40,0.8,7,1.0,0.05101791980044897,0.051017919800453976,5.005995618034831e-15,7.993605777301127e-15,2.609024107869118e-15,0.0,,0.11892962684608,0.4511253774024587,1.6999938109200813e-05
PPI,50,40,0.8,8,1.0,-0.46252747884368695,0.2363771378689285,0.6989046167126155,1.1029771808786353,0.5103102607593256,0.7,0.02291165778953181,0.10302509243464206,0.5775822998917325,4.6227216535485976e-05
Classical,50,40,0.8,8,1.0,-0.10492367724064262,-0.10492367724063913,3.5095103906312986e-15,5.329070518200751e-15,1.9984014443252818e-15,0.0,,0.10891873424434526,0.7406445927356817,3.964424305040645e-05
PPI,50,40,0.8,9,1.0,-0.35527768847810465,0.3914776443082847,0.7467553327863893,1.011295064206524,0.5095997774464038,0.74,0.02291165778953181,0.10873311565427009,1.2613644407184121,9.785977490669368e-05
Classical,50,40,0.8,9,1.0,0.013501642530780684,0.01350164253078365,2.943340016159368e-15,5.773159728050814e-15,1.7763568394002505e-15,0.0,,0.11094791888644612,1.2850656626257426,0.00027463648768891256
Imputation,50,40,0.8,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,50,1.0,0,1.0,-0.6536569349627251,1.1455792149664277,1.7992361499291532,1.9125234673741787,1.682707405530955,0.2,0.02291165778953181,18.729448340701087,127.12554153565503,0.0013758886720149546
Classical,50,50,1.0,0,1.0,0.24596114000153563,0.2459611400021671,6.313133349422628e-13,2.120970066243899e-12,5.265232694284805e-14,0.0,,18.729448340701023,127.12554153565459,0.0013758886720149958
PPI,50,50,1.0,1,1.0,-0.41520123955545435,0.22604842331767683,0.6412496628731311,0.806280294606712,0.5022934562935721,0.36,0.02291165778953181,0.574629390100004,4.010657298026218,3.4120461737813686e-06
Classical,50,50,1.0,1,1.0,-0.09457640811891768,-0.09457640811885895,5.871497732456987e-14,1.8429702208777599e-13,7.382983113757291e-15,0.0,,0.5746293901000006,4.010657298026184,3.4120461737792667e-06
PPI,50,50,1.0,2,1.0,-1.3301188785357219,1.0104615994675834,2.3405804780033055,2.4835615106353686,2.175963379798267,0.08,0.02291165778953181,32.52362433489161,223.57790887230766,0.00023857405914388429
Classical,50,50,1.0,2,1.0,-0.15982863953535228,-0.15982863953278517,2.567099866013223e-12,8.263612016889965e-12,8.670841822322473e-14,0.0,,32.523624334891366,223.57790887230584,0.00023857405914385683
PPI,50,50,1.0,3,1.0,-0.24454982656091617,1.2205241373154394,1.4650739638763557,1.5402804501904552,1.367385224378117,0.18,0.02291165778953181,11.873556206999936,47.83875082547053,0.002517166604014309
Classical,50,50,1.0,3,1.0,0.4879871553770815,0.4879871553774413,3.5975916690134115e-13,9.396927680427325e-13,3.6692870963861424e-14,0.0,,11.873556206999924,47.83875082547048,0.002517166604014242
PPI,50,50,1.0,4,1.0,0.16004796043271605,5.264127722983513,5.104079762550798,5.425050855209442,4.795640796510774,0.1,0.02291165778953181,159.4680419756657,1185.151621621382,0.10007138644455868
Classical,50,50,1.0,4,1.0,2.7120878417068828,2.71208784170934,2.456617131940675e-12,7.986500349943526e-12,1.3700152123874432e-13,0.0,,159.46804197566544,1185.1516216213802,0.10007138644455839
PPI,50,50,1.0,5,1.0,-0.5066839855285035,0.4597669540301691,0.9664509395586723,1.122527944256294,0.8734491642098825,0.3,0.02291165778953181,4.06241902719131,27.94431289023156,0.0005040932162838148
Classical,50,50,1.0,5,1.0,-0.02345851574921552,-0.02345851574911872,9.681699886243677e-14,3.0375701953744283e-13,2.298161660974074e-14,0.0,,4.062419027191307,27.94431289023154,0.0005040932162837712
PPI,50,50,1.0,6,1.0,-0.2904673796907198,1.2002434431861406,1.4907108228768604,1.587350922062766,1.4100551779559645,0.18,0.02291165778953181,12.001219600216405,53.72448078098801,0.03143642180293622
Classical,50,50,1.0,6,1.0,0.4548880317473592,0.4548880317480666,7.07391922816214e-13,2.2861712523081223e-12,7.926992395823618e-14,0.0,,12.001219600216514,53.724480780988756,0.03143642180293856
PPI,50,50,1.0,7,1.0,-0.17283357738700517,0.5447602397197633,0.7175938171067686,0.9325887107259895,0.5110875587107117,0.46,0.02291165778953181,0.5211698221880411,2.9225303762269927,2.7710632675137337e-05
Classical,50,50,1.0,7,1.0,0.18596333116637176,0.18596333116638647,1.4732503411662988e-14,3.3306690738754696e-14,6.827871601444713e-15,0.0,,0.5211698221880422,2.922530376226992,2.77106326751613e-05
PPI,50,50,1.0,8,1.0,-4.4574308178869035,2.670984795376774,7.1284156132636785,7.5396245801638315,6.812353893181896,0.1,0.02291165778953181,313.0745146249247,1476.2695110907412,0.00012690902257406683
Classical,50,50,1.0,8,1.0,-0.8932230112590526,-0.8932230112510734,7.978650639478558e-12,1.9326762412674725e-11,2.9953817204386723e-13,0.0,,313.07451462492367,1476.2695110907368,0.0001269090225741506
PPI,50,50,1.0,9,1.0,-0.5114164467601813,0.6335584204627736,1.1449748672229547,1.3339431151257584,1.062986021898341,0.2,0.02291165778953181,6.076743417757212,28.980313066098617,0.0010527810082677197
Classical,50,50,1.0,9,1.0,0.061070986851227256,0.06107098685136517,1.3790857344986308e-13,3.6770586575585185e-13,1.8707257964933888e-14,0.0,,6.0767434177572195,28.980313066098645,0.0010527810082676134
Imputation,50,50,1.0,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,100,2.0,0,1.0,-0.11670293177935692,0.2964010543833908,0.41310398616274774,0.5404095276365573,0.3003162386549785,0.7,0.02291165778953181,0.03213977002146212,0.16187140799424057,1.0782555235423722e-05
Classical,50,100,2.0,0,1.0,-0.0837632831198031,0.2634614057238372,0.3472246888436403,0.4536255572865055,0.25500700828171863,0.58,,0.032139770021462136,0.16187140799424063,1.0782555235423722e-05
PPI,50,100,2.0,1,1.0,-0.1658285277758338,0.24571919295772982,0.41154772073356355,0.5057011256386412,0.3039415385361551,0.8,0.02291165778953181,0.020643604450365186,0.11263616272147936,2.6627544363682447e-06
Classical,50,100,2.0,1,1.0,-0.17435710473616362,0.25424776991805953,0.4286048746542231,0.5364343027628924,0.32834902731922583,0.88,,0.020643604450365234,0.11263616272147929,2.662754436365935e-06
PPI,50,100,2.0,2,1.0,-0.23058706482171906,0.2350236886652928,0.4656107534870118,0.5976943714430372,0.3424997307588186,0.9,0.02291165778953181,0.022645158945716025,0.1611017329177158,7.330583837311093e-07
Classical,50,100,2.0,2,1.0,-0.23882548701330822,0.24326211085688182,0.48208759787019007,0.6496493391490507,0.34749844231142196,0.94,,0.02264515894571603,0.16110173291771598,7.330583837307291e-07
PPI,50,100,2.0,3,1.0,-0.19220693175011547,0.18494947156855635,0.37715640331867184,0.5024411455199264,0.2867646752699004,0.86,0.02291165778953181,0.014907204897238987,0.07511256154266442,6.32424249864595e-05
Classical,50,100,2.0,3,1.0,-0.16301242626562498,0.155754966084066,0.318767392349691,0.45533507044952515,0.2388178984818901,0.76,,0.014907204897239014,0.07511256154266423,6.32424249864701e-05
PPI,50,100,2.0,4,1.0,-0.16618952636673956,0.2439068199341191,0.4100963463008586,0.47966078905794046,0.33227133864929503,0.86,0.02291165778953181,0.021210326130142124,0.228226813386836,0.00013347309009379945
Classical,50,100,2.0,4,1.0,-0.1481551700305643,0.22587246359794397,0.37402763362850827,0.5448328017592734,0.31363767414589994,0.86,,0.02121032613014213,0.22822681338683612,0.0001334730900937969
PPI,50,100,2.0,5,1.0,-0.11956745636516163,0.283482963549463,0.4030504199146246,0.49621797024178416,0.314300046739094,0.88,0.02291165778953181,0.02207780735121316,0.14106623505690463,2.7335108714088733e-07
Classical,50,100,2.0,5,1.0,-0.101106418705833,0.2650219258901343,0.3661283445959673,0.5135520912603463,0.27084545687144357,0.8,,0.022077807351213136,0.14106623505690455,2.7335108714042294e-07
PPI,50,100,2.0,6,1.0,-0.15217629119200457,0.24893651592966748,0.401112807121672,0.5132387289885953,0.310194967278816,0.86,0.02291165778953181,0.01569632783180886,0.0847197100444955,5.04770895407349e-07
Classical,50,100,2.0,6,1.0,-0.1679114941576196,0.2646717188952824,0.4325832130529021,0.6005877860543328,0.2947593963748537,0.88,,0.01569632783180885,0.08471971004449574,5.047708954084927e-07
PPI,50,100,2.0,7,1.0,-0.173655827579389,0.22880599608847949,0.40246182366786853,0.4941094566006005,0.30060640972660707,0.98,0.02291165778953181,0.008849720733547417,0.04453592271759984,1.690190182738454e-05
Classical,50,100,2.0,7,1.0,-0.1963234239181161,0.2514735924272067,0.4477970163453228,0.585645723928301,0.35561815801676366,0.98,,0.008849720733547428,0.04453592271759979,1.6901901827385338e-05
PPI,50,100,2.0,8,1.0,-0.18876850419111832,0.24084083020932368,0.4296093344004419,0.5715065710163048,0.3385683429488061,0.78,0.02291165778953181,0.031800597737142416,0.26042126607311,6.417544387183354e-05
Classical,50,100,2.0,8,1.0,-0.13399156454467856,0.18606389056288386,0.32005545510756245,0.40276873079118214,0.22791491297190955,0.64,,0.03180059773714243,0.2604212660731108,6.41754438718402e-05
PPI,50,100,2.0,9,1.0,-0.21885319844425127,0.24134983836177393,0.4602030368060253,0.5763082854699588,0.3779153011632794,0.8,0.02291165778953181,0.03659371426193818,0.3302176242563612,5.6574637610333046e-05
Classical,50,100,2.0,9,1.0,-0.19073320447634895,0.21322984439387171,0.40396304887022066,0.5882671896294259,0.2996287563055352,0.72,,0.036593714261938144,0.330217624256362,5.657463761033764e-05
Imputation,50,100,2.0,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,50,250,5.0,0,1.0,-0.10176442210748887,0.13676389157063792,0.23852831367812682,0.2760840371999175,0.19087980030432106,0.88,0.02291165778953181,0.004577656326938572,0.04692269839337312,3.402987450612084e-07
Classical,50,250,5.0,0,1.0,-0.10087533703287527,0.13587480649602435,0.23675014352889964,0.30243774248147753,0.19175716276302907,0.92,,0.00457765632693859,0.04692269839337318,3.402987450616941e-07
PPI,50,250,5.0,1,1.0,-0.08954954358582969,0.16708331712369365,0.2566328607095233,0.33022226091903095,0.22006631915934927,0.92,0.02291165778953181,0.00543310185280276,0.03660511236981328,1.2309260917358605e-06
Classical,50,250,5.0,1,1.0,-0.08729765135153572,0.16483142488939984,0.2521290762409355,0.29823447485266086,0.2054644514333962,0.92,,0.005433101852802756,0.03660511236981326,1.2309260917383858e-06
PPI,50,250,5.0,2,1.0,-0.10088805141746493,0.14849095091516346,0.2493790023326284,0.287547718732711,0.2073893460248704,0.96,0.02291165778953181,0.0033075162526940115,0.017336867288994227,2.9610821777971405e-06
Classical,50,250,5.0,2,1.0,-0.09671412748074415,0.14431702697844281,0.24103115445918694,0.29125573781681924,0.2090983556946151,0.96,,0.003307516252694005,0.017336867288994036,2.9610821777975225e-06
PPI,50,250,5.0,3,1.0,-0.10126893906776216,0.14419264831563747,0.24546158738339957,0.319771394056794,0.2015713062380626,0.94,0.02291165778953181,0.004304638485745114,0.019220276235203646,4.1800369475392704e-05
Classical,50,250,5.0,3,1.0,-0.09695145482203188,0.1398751640699071,0.236826618891939,0.2709505478519566,0.20566639001049009,0.94,,0.004304638485745105,0.01922027623520371,4.180036947538642e-05
PPI,50,250,5.0,4,1.0,-0.11049268395991085,0.1451414079241711,0.255634091884082,0.3013920457546796,0.2178518128078875,0.94,0.02291165778953181,0.004041472867177883,0.020620493562669387,3.732609244444239e-06
Classical,50,250,5.0,4,1.0,-0.11093604834339212,0.1455847723076525,0.25652082065104453,0.29386673804473573,0.212420500894886,0.94,,0.0040414728671778815,0.020620493562669394,3.7326092444467054e-06
PPI,50,250,5.0,5,1.0,-0.11832446010707418,0.13024736953676508,0.24857182964383928,0.29550599476952055,0.20671639059099717,0.86,0.02291165778953181,0.005668804861286366,0.028848180447802973,1.0529564878413876e-05
Classical,50,250,5.0,5,1.0,-0.10918857832653145,0.12111148775622226,0.23030006608275372,0.28198419548950293,0.18986124067596594,0.88,,0.005668804861286366,0.02884818044780303,1.0529564878414596e-05
PPI,50,250,5.0,6,1.0,-0.09535353571955962,0.1536395909440396,0.24899312666359916,0.3168980119131878,0.20270113085030866,0.88,0.02291165778953181,0.0051025902036210624,0.029124426370610926,7.188229623127725e-07
Classical,50,250,5.0,6,1.0,-0.09270789426398189,0.1509939494884617,0.2437018437524436,0.28107130434353317,0.2007633824847668,0.9,,0.005102590203621052,0.029124426370610905,7.188229623121136e-07
PPI,50,250,5.0,7,1.0,-0.11211889915134123,0.1469709772875466,0.2590898764388878,0.326445267014256,0.21999447007795647,0.9,0.02291165778953181,0.005458377371213535,0.03207491828263177,1.4605712263526178e-05
Classical,50,250,5.0,7,1.0,-0.10824578390709,0.1430978620432955,0.25134364595038555,0.2996095466785338,0.20863467323701823,0.9,,0.00545837737121353,0.032074918282631724,1.4605712263527875e-05
PPI,50,250,5.0,8,1.0,-0.08609930337863507,0.16335017412232308,0.2494494775009581,0.2838690958771638,0.209379803340878,0.94,0.02291165778953181,0.005845805216809587,0.03344178645131776,5.194721486941673e-06
Classical,50,250,5.0,8,1.0,-0.08341522621809691,0.16066609696178452,0.24408132317988143,0.2930168823564657,0.21515973820228518,0.94,,0.005845805216809577,0.03344178645131712,5.1947214869458485e-06
PPI,50,250,5.0,9,1.0,-0.10212849459957829,0.15789770758738336,0.2600262021869616,0.30298227685652085,0.21920244013744167,0.98,0.02291165778953181,0.004439141686762708,0.02479939450077008,1.7432596348900315e-06
Classical,50,250,5.0,9,1.0,-0.09957328500159827,0.15534249798940303,0.2549157829910013,0.32127693757779346,0.2158510790661704,0.98,,0.004439141686762705,0.024799394500770063,1.7432596348910575e-06
Imputation,50,250,5.0,0,1.0,0.026604798696656697,0.026604798696656808,1.16157083951407e-16,,,0.0,,0.000586566196780222,,
PPI,100,10,0.1,0,1.0,-0.6411344006455286,0.6352361888762758,1.276370589521804,2.057916682346889,0.6387717854644773,1.0,0.0010935800181934047,0.0013782241541067696,0.012143670039871214,4.929139815087195e-08
Classical,100,10,0.1,0,1.0,-0.009597396734518681,-0.009597396734518529,1.5265241327944157e-16,2.498001805406602e-16,7.979727989493313e-17,0.0,,0.009735571875942779,0.047743418443697526,1.8022143855102468e-06
PPI,100,10,0.1,1,1.0,-0.43490028826350297,0.43996778849421475,0.8748680767577177,2.0159366584243013,0.23577688827053944,1.0,0.0010935800181934047,0.0009924743369612845,0.00970597205058183,8.734824075279993e-08
Classical,100,10,0.1,1,1.0,0.00647643486794334,0.00647643486794349,1.5114862486620416e-16,3.191891195797325e-16,4.163336342344337e-17,0.0,,0.009623262535109551,0.05320819030033595,1.687123065855876e-07
PPI,100,10,0.1,2,1.0,-0.5632173903373183,0.5756701987709092,1.1388875891082275,2.6607361787835284,0.39361500080702794,1.0,0.0010935800181934047,0.0014435130739983476,0.011519987446701479,6.402904555090162e-07
Classical,100,10,0.1,2,1.0,0.004894502881752027,0.004894502881752597,5.720619290772167e-16,1.0824674490095276e-15,2.706168622523819e-16,0.0,,0.010014662228097753,0.057486505305727,2.0085038400762157e-08
PPI,100,10,0.1,3,1.0,-0.5270544708173273,0.530845873335932,1.0579003441532593,2.467960000861938,0.41911420956647993,1.0,0.0010935800181934047,0.0020117099869630763,0.017977890691985365,1.2838847533969395e-06
Classical,100,10,0.1,3,1.0,0.006363387672552068,0.006363387672552434,3.6403172143373296e-16,1.0269562977782698e-15,5.898059818321144e-17,0.0,,0.0105411334786444,0.055732834673137756,2.2258221479493185e-07
