method,p,n,theta,error,error_max,error_min,trial,std
Classical,200,100,-0.04139610368632015,0.1824054552023369,1.7598000129759368,3.111974993466069e-05,16.0,1.0
PPI,200,100,-0.04139610368632015,0.0047828433216996384,0.039110130376965604,1.0366271294637493e-06,,
Classical,200,100,-0.04139610368632015,0.1366077474774176,0.9472902573884626,1.4013963182283317e-06,17.0,1.0
PPI,200,100,-0.04139610368632015,0.004588872387567365,0.03624365671263505,3.4650562108029475e-07,,
Classical,200,100,-0.04139610368632015,0.1427110829974639,1.108761945211329,1.1542255761092468e-06,18.0,1.0
PPI,200,100,-0.04139610368632015,0.006485457158985491,0.0574296528120508,3.1521909384263045e-08,,
Classical,200,100,-0.04139610368632015,0.16235960261938878,1.0864113365662036,9.346329019343531e-07,19.0,1.0
PPI,200,100,-0.04139610368632015,0.005657109448760645,0.05196634729167105,1.1331612614143624e-07,,
Classical,200,100,-0.04139610368632015,0.15849219666937092,1.2228439135032731,1.8460215926708506e-05,20.0,1.0
PPI,200,100,-0.04139610368632015,0.0054584533461972074,0.060150334211583265,3.106178184580327e-07,,
Classical,200,100,-0.04139610368632015,0.158558045570943,1.1788990422191257,4.132934053132846e-08,21.0,1.0
PPI,200,100,-0.04139610368632015,0.006125397957145784,0.04697609879230682,2.7065647610560907e-07,,
Classical,200,100,-0.04139610368632015,0.17721271369387337,1.2242795366945056,8.057855362683072e-06,22.0,1.0
PPI,200,100,-0.04139610368632015,0.00565018130443495,0.04908344096962298,2.2420818760953935e-09,,
Classical,200,100,-0.04139610368632015,0.1571539739849748,1.0960371326663338,1.8521654808783345e-05,23.0,1.0
PPI,200,100,-0.04139610368632015,0.004479665455686309,0.03044776422648609,3.0522717637178706e-09,,
Classical,200,100,-0.04139610368632015,0.17233568406454744,1.3275794186878502,2.0258462671419688e-07,24.0,1.0
PPI,200,100,-0.04139610368632015,0.004682470571836359,0.03084154142360318,6.585991798633025e-08,,
Classical,200,100,-0.04139610368632015,0.16609533779212066,1.288759933301056,2.588234366556858e-05,25.0,1.0
PPI,200,100,-0.04139610368632015,0.004847055295895199,0.05468905116057692,2.283158361599158e-08,,
Classical,200,100,-0.04139610368632015,0.1400547840138077,1.0905023806178387,6.427211695362532e-07,26.0,1.0
PPI,200,100,-0.04139610368632015,0.003994845659130808,0.031862057416038016,4.548191712842256e-08,,
Classical,200,100,-0.04139610368632015,0.14807561379104142,1.1611913027031897,0.0001654331491053126,27.0,1.0
PPI,200,100,-0.04139610368632015,0.006046908732044783,0.07301475057845362,8.682142822706863e-08,,
Classical,200,100,-0.04139610368632015,0.1411697805680106,1.0291186245700104,2.12796108021403e-06,28.0,1.0
PPI,200,100,-0.04139610368632015,0.00456783662993075,0.049550253938980694,8.84507587099018e-10,,
Classical,200,100,-0.04139610368632015,0.14428804810457474,1.358769190996469,7.928021639256282e-06,29.0,1.0
PPI,500,100,-0.03299203606062976,0.0009864516608970053,0.012243350031971072,2.2028802603464336e-08,,
Classical,500,100,-0.03299203606062976,0.2996153082851508,1.8639983403288574,1.2467037419871707e-05,0.0,1.0
PPI,500,100,-0.03299203606062976,0.0011907796486047098,0.01091990318289527,2.4198508794420993e-13,,
Classical,500,100,-0.03299203606062976,0.2953583390208546,1.6897128825648229,1.4833586368444128e-06,1.0,1.0
PPI,500,100,-0.03299203606062976,0.0010508622733717532,0.011723266328098966,5.107751816016085e-10,,
Classical,500,100,-0.03299203606062976,0.28843244292834647,1.755205155328271,3.54881350378143e-12,2.0,1.0
PPI,500,100,-0.03299203606062976,0.0011283085321906223,0.012845164161411498,9.513196688757763e-11,,
Classical,500,100,-0.03299203606062976,0.2837321325308134,1.7059471232047692,2.0226700795236165e-05,3.0,1.0
PPI,500,100,-0.03299203606062976,0.001045299401595519,0.011175471349812081,1.2102356716397916e-10,,
Classical,500,100,-0.03299203606062976,0.2912454984653148,1.936205629257954,2.4627204533592713e-07,4.0,1.0
PPI,500,100,-0.03299203606062976,0.0008923146262532717,0.010778443977555192,8.855595109098427e-10,,
Classical,500,100,-0.03299203606062976,0.2935530165910119,2.0656889521719175,7.9219218979217e-07,5.0,1.0
PPI,500,100,-0.03299203606062976,0.001037017901619389,0.00978358462979797,3.4338016607630887e-10,,
Classical,500,100,-0.03299203606062976,0.2818885492243563,1.4358726283183294,6.413328888272695e-06,6.0,1.0
PPI,500,100,-0.03299203606062976,0.001002734057917166,0.01111804967574253,4.3389692063878124e-08,,
Classical,500,100,-0.03299203606062976,0.29039978264693017,1.7423920261522574,2.8015882645742226e-05,7.0,1.0
PPI,500,100,-0.03299203606062976,0.0011508776194271114,0.010349764881706735,7.376081633317152e-09,,
Classical,500,100,-0.03299203606062976,0.30820928312716545,2.661835084692026,3.987197828886698e-06,8.0,1.0
PPI,500,100,-0.03299203606062976,0.0010582765589466307,0.008407189155718699,1.7838875476908052e-08,,
Classical,500,100,-0.03299203606062976,0.2945129504552978,1.6386187047238314,5.1880357324144114e-05,9.0,1.0
PPI,500,100,-0.03299203606062976,0.001026201775278794,0.012092959174757036,1.249651884203116e-10,,
Classical,500,100,-0.03299203606062976,0.31197548575822126,1.9122768391872822,3.7513474879064714e-07,10.0,1.0
PPI,500,100,-0.03299203606062976,0.0010734357463283617,0.012558330654721723,2.758380325791338e-08,,
Classical,500,100,-0.03299203606062976,0.29876429211407857,1.6593519999554847,1.977427812190269e-07,11.0,1.0
PPI,500,100,-0.03299203606062976,0.001073924716443485,0.01601211805520859,3.8633789422806e-09,,
Classical,500,100,-0.03299203606062976,0.29701230730570227,2.134613334907101,1.6952896971878642e-05,12.0,1.0
PPI,500,100,-0.03299203606062976,0.0009623913189417421,0.008765215429767494,4.651457272931868e-08,,
Classical,500,100,-0.03299203606062976,0.29458444656504773,1.8292590188471225,4.6558086762602976e-06,13.0,1.0
PPI,500,100,-0.03299203606062976,0.0011769571346085291,0.010356247066003094,6.646474926308555e-10,,
Classical,500,100,-0.03299203606062976,0.28649628018525625,1.4125365694853909,4.254239233354744e-08,14.0,1.0
PPI,500,100,-0.03299203606062976,0.001075177165483564,0.010922839320702852,1.2109440031034307e-08,,
Classical,500,100,-0.03299203606062976,0.2952959208006547,1.719882191140207,1.3928931909676608e-05,15.0,1.0
PPI,500,100,-0.03299203606062976,0.0010255964972139824,0.012695661881031918,1.904909172541933e-08,,
Classical,500,100,-0.03299203606062976,0.2691078797291935,1.7927805899356315,1.395795784222176e-08,16.0,1.0
PPI,500,100,-0.03299203606062976,0.001170995429170259,0.009317947086249893,2.465747597323695e-09,,
Classical,500,100,-0.03299203606062976,0.2966332365709789,1.864147306856272,1.4472964371067881e-08,17.0,1.0
PPI,500,100,-0.03299203606062976,0.0009975117599894015,0.007992630950614345,4.802639085363308e-09,,
Classical,500,100,-0.03299203606062976,0.29900129044833124,2.2391391812836896,1.0783885850469634e-05,18.0,1.0
PPI,500,100,-0.03299203606062976,0.0009852807705595398,0.009305458159073295,9.099469380830265e-09,,
Classical,500,100,-0.03299203606062976,0.2946143830243591,1.8289856631290817,1.116451961837822e-08,19.0,1.0
PPI,500,100,-0.03299203606062976,0.0010443857106965473,0.009177265800702893,1.3808006843180405e-08,,
Classical,500,100,-0.03299203606062976,0.28928556376953957,1.4762668122310858,3.583521927617099e-06,20.0,1.0
PPI,500,100,-0.03299203606062976,0.0011412502619892058,0.010679808731950608,2.621308685145089e-08,,
Classical,500,100,-0.03299203606062976,0.29007880238356915,1.8652025855991559,3.9779601090053796e-07,21.0,1.0
PPI,500,100,-0.03299203606062976,0.0011440946258346294,0.008785083279847079,4.68769717431784e-09,,
Classical,500,100,-0.03299203606062976,0.3071109505112745,2.0708293173256918,2.3653414141545588e-09,22.0,1.0
PPI,500,100,-0.03299203606062976,0.001245406314715303,0.011988104191697817,2.217318837276548e-11,,
Classical,500,100,-0.03299203606062976,0.29423109209435155,2.151041752330033,8.475251564302399e-07,23.0,1.0
PPI,500,100,-0.03299203606062976,0.0010223913732466917,0.01087453043081432,6.687117819084181e-09,,
Classical,500,100,-0.03299203606062976,0.29527879905707277,1.6556519313689653,2.454297231691969e-06,24.0,1.0
PPI,500,100,-0.03299203606062976,0.0009316962799092873,0.00916823505122337,1.3616285943194623e-12,,
Classical,500,100,-0.03299203606062976,0.29770932762549784,1.7823148196737204,1.3799305463154634e-06,25.0,1.0
PPI,500,100,-0.03299203606062976,0.0011433310635048253,0.012216921252949698,9.869212379439952e-09,,
Classical,500,100,-0.03299203606062976,0.29205985567441417,1.8464965114604337,3.1019278752539167e-06,26.0,1.0
PPI,500,100,-0.03299203606062976,0.0010541655097351423,0.013521391294498078,8.558161202252447e-09,,
Classical,500,100,-0.03299203606062976,0.3008515954884289,1.6124535441401429,1.6178707883344695e-08,27.0,1.0
PPI,500,100,-0.03299203606062976,0.0009974067287653792,0.013703969339348055,1.1601186147056119e-10,,
Classical,500,100,-0.03299203606062976,0.27813961619978916,1.793550355959296,2.703613708115703e-07,28.0,1.0
PPI,500,100,-0.03299203606062976,0.00092446745251532,0.010894155896263484,1.0520653488764944e-08,,
Classical,500,100,-0.03299203606062976,0.27359218928228335,2.7223594875044146,1.8459393954320086e-07,29.0,1.0
PPI,1000,100,0.022018503361952633,0.0009851002947066291,0.011334245615362113,1.4535980785064782e-09,,
Classical,1000,100,0.022018503361952633,0.2945721503507802,1.7801388690894115,6.237818921969992e-07,0.0,1.0
PPI,1000,100,0.022018503361952633,0.0009758198728005972,0.009402554379829738,2.5601049357547247e-10,,
Classical,1000,100,0.022018503361952633,0.2976147721228621,1.6109313792671418,8.176621314048804e-07,1.0,1.0
PPI,1000,100,0.022018503361952633,0.0010165622366696673,0.012495757223874015,1.4121963478571285e-09,,
Classical,1000,100,0.022018503361952633,0.29478234709505025,1.7357594391185782,7.082269360920861e-07,2.0,1.0
PPI,1000,100,0.022018503361952633,0.0009840007994966315,0.011452345479562427,9.027131574249571e-10,,
Classical,1000,100,0.022018503361952633,0.28688119704980736,1.7463421506386243,9.02871517260915e-07,3.0,1.0
PPI,1000,100,0.022018503361952633,0.0009778371206093273,0.012556335797481792,3.860309416754472e-10,,
Classical,1000,100,0.022018503361952633,0.29222227889364094,1.8034499769837107,1.435163645103968e-09,4.0,1.0
PPI,1000,100,0.022018503361952633,0.0010078315989504492,0.012862035462055997,6.664987315502103e-11,,
Classical,1000,100,0.022018503361952633,0.29541025900626516,1.6167945164328157,3.3670544316682204e-06,5.0,1.0
PPI,1000,100,0.022018503361952633,0.0009678084344066194,0.016121731545845737,1.3448511770835013e-08,,
Classical,1000,100,0.022018503361952633,0.29453068903641305,1.8577133582970529,4.2438997889757633e-07,6.0,1.0
PPI,1000,100,0.022018503361952633,0.0009976593832744787,0.010466956452056943,2.0684733061303067e-10,,
Classical,1000,100,0.022018503361952633,0.2870481241531113,1.8413896229074278,3.0409996610574186e-07,7.0,1.0
PPI,1000,100,0.022018503361952633,0.0010346037712241829,0.012154487251515937,3.121365536384253e-09,,
Classical,1000,100,0.022018503361952633,0.3005902172451256,1.9085808794978345,1.0829665835920888e-07,8.0,1.0
PPI,1000,100,0.022018503361952633,0.0009529262482967388,0.014735809268902753,6.937947923894392e-10,,
Classical,1000,100,0.022018503361952633,0.29819693356580634,1.632965289133343,4.096948924659615e-07,9.0,1.0
PPI,1000,100,0.022018503361952633,0.0009706331375867294,0.012926151380881117,8.934700180956383e-13,,
Classical,1000,100,0.022018503361952633,0.2926180649123028,1.5416188085725722,4.3994169247627477e-07,10.0,1.0
PPI,1000,100,0.022018503361952633,0.0010054516361783516,0.013583003875595025,3.4566389608782637e-10,,
Classical,1000,100,0.022018503361952633,0.29669071618562953,1.7773297131919816,3.5607477828287836e-07,11.0,1.0
PPI,1000,100,0.022018503361952633,0.0010419387393446802,0.015056109504702632,2.7031199237005728e-11,,
Classical,1000,100,0.022018503361952633,0.28503758218340647,1.4180031238927804,4.566653312804864e-06,12.0,1.0
PPI,1000,100,0.022018503361952633,0.0009679553948082279,0.013662258264370704,3.976255544847306e-09,,
Classical,1000,100,0.022018503361952633,0.3010961210752835,1.722232562218001,1.9007194405973947e-08,13.0,1.0
PPI,1000,100,0.022018503361952633,0.0010131420966217628,0.01204574791405941,5.218570127126883e-09,,
Classical,1000,100,0.022018503361952633,0.28905316016034643,1.5232586004450805,7.163173171641067e-08,14.0,1.0
PPI,1000,100,0.022018503361952633,0.0009512309733327699,0.012816284137834106,7.456533160639022e-12,,
Classical,1000,100,0.022018503361952633,0.2992864123281567,1.531389825700098,9.937237389057603e-09,15.0,1.0
PPI,1000,100,0.022018503361952633,0.0009789066490034958,0.015669035639048527,9.073306821520043e-10,,
Classical,1000,100,0.022018503361952633,0.29111684878258065,1.5824846626634241,2.6400272893178133e-08,16.0,1.0
PPI,1000,100,0.022018503361952633,0.0009836156201455059,0.01208101521935621,2.7966335499759968e-11,,
Classical,1000,100,0.022018503361952633,0.29325345448700724,1.5594945545753662,6.514851122454889e-06,17.0,1.0
PPI,1000,100,0.022018503361952633,0.001002850329652596,0.011463168482622254,9.989686526985161e-11,,
Classical,1000,100,0.022018503361952633,0.3027696039626716,1.6792030474947883,2.574933908802199e-06,18.0,1.0
PPI,1000,100,0.022018503361952633,0.0009849596371521545,0.010433338188372583,4.327168987839957e-10,,
Classical,1000,100,0.022018503361952633,0.29038943077467155,1.5244948950004873,1.3933042349591773e-06,19.0,1.0
PPI,1000,100,0.022018503361952633,0.0009673919581865644,0.014525159407228625,2.413329766856798e-11,,
Classical,1000,100,0.022018503361952633,0.2913006309709164,1.59937654016837,1.786303755164147e-06,20.0,1.0
PPI,1000,100,0.022018503361952633,0.0010057423752818104,0.014535145490383376,3.3312972596313277e-09,,
Classical,1000,100,0.022018503361952633,0.29921849130659134,1.32954736415023,1.687874377378789e-07,21.0,1.0
PPI,1000,100,0.022018503361952633,0.0009962258395452832,0.013231760816552453,1.4063418292649969e-09,,
Classical,1000,100,0.022018503361952633,0.29535363138199183,2.09091725592883,1.0114509714808376e-09,22.0,1.0
PPI,1000,100,0.022018503361952633,0.0010012321828709965,0.013054035601285369,2.124556173090487e-09,,
Classical,1000,100,0.022018503361952633,0.29556806255986545,1.5620152291012013,1.882695917721301e-06,23.0,1.0
PPI,1000,100,0.022018503361952633,0.0009826985666543699,0.012320001671885928,5.847467656884155e-09,,
Classical,1000,100,0.022018503361952633,0.2948083808588276,1.6619874997264468,5.187763023989563e-08,24.0,1.0
PPI,1000,100,0.022018503361952633,0.0009780727382613012,0.010765664527991218,1.2140874623187176e-10,,
Classical,1000,100,0.022018503361952633,0.29119947232412335,1.6902160792254963,3.5266102239551213e-06,25.0,1.0
PPI,1000,100,0.022018503361952633,0.0009998085250231049,0.011830055874390667,7.290598577101117e-11,,
Classical,1000,100,0.022018503361952633,0.29532833968000316,1.6738714236216568,1.1420320513335643e-06,26.0,1.0
PPI,1000,100,0.022018503361952633,0.0010008086641332943,0.013537789604170415,1.6402383239065041e-12,,
Classical,1000,100,0.022018503361952633,0.29482923157518814,1.5327276841646218,1.0280211253434734e-06,27.0,1.0
PPI,1000,100,0.022018503361952633,0.0009718376606535522,0.01205780457584412,3.720899916411399e-09,,
Classical,1000,100,0.022018503361952633,0.28998582394264105,1.825081007327651,4.433218697001684e-08,28.0,1.0
PPI,1000,100,0.022018503361952633,0.0009504873437427152,0.012002566644986282,1.1862437923214447e-09,,
Classical,1000,100,0.022018503361952633,0.30046590632628933,1.5170010572579076,1.6635603796824083e-06,29.0,1.0
